 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 23, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/11Li(d,p)/SRIM files/8Li_silicon.txt

 Ion = Lithium [3] , Mass = 8.022488 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6.00 MeV   4.059E+02  3.890E-01   13.39 um     5032 A      5280 A   
   6.50 MeV   3.921E+02  3.632E-01   14.64 um     5381 A      5489 A   
   7.00 MeV   3.791E+02  3.407E-01   15.93 um     5732 A      5703 A   
   8.00 MeV   3.555E+02  3.037E-01   18.65 um     6988 A      6149 A   
   9.00 MeV   3.347E+02  2.743E-01   21.55 um     8182 A      6620 A   
  10.00 MeV   3.163E+02  2.503E-01   24.62 um     9345 A      7117 A   
  11.00 MeV   2.999E+02  2.304E-01   27.86 um     1.05 um     7639 A   
  12.00 MeV   2.852E+02  2.136E-01   31.27 um     1.16 um     8189 A   
  13.00 MeV   2.721E+02  1.992E-01   34.86 um     1.28 um     8764 A   
  14.00 MeV   2.602E+02  1.867E-01   38.61 um     1.39 um     9366 A   
  15.00 MeV   2.493E+02  1.758E-01   42.53 um     1.51 um     9994 A   
  16.00 MeV   2.395E+02  1.662E-01   46.62 um     1.63 um     1.06 um  
  17.00 MeV   2.304E+02  1.576E-01   50.87 um     1.74 um     1.13 um  
  18.00 MeV   2.213E+02  1.499E-01   55.30 um     1.86 um     1.20 um  
  20.00 MeV   2.045E+02  1.366E-01   64.69 um     2.31 um     1.35 um  
  22.50 MeV   1.882E+02  1.232E-01   77.42 um     2.95 um     1.55 um  
  25.00 MeV   1.746E+02  1.122E-01   91.20 um     3.56 um     1.77 um  
  27.50 MeV   1.630E+02  1.032E-01  106.01 um     4.15 um     2.01 um  
  30.00 MeV   1.531E+02  9.553E-02  121.83 um     4.74 um     2.26 um  
  32.50 MeV   1.444E+02  8.900E-02  138.63 um     5.33 um     2.52 um  
  35.00 MeV   1.367E+02  8.334E-02  156.41 um     5.92 um     2.80 um  
  37.50 MeV   1.299E+02  7.839E-02  175.15 um     6.52 um     3.09 um  
  40.00 MeV   1.239E+02  7.402E-02  194.83 um     7.12 um     3.40 um  
  45.00 MeV   1.135E+02  6.666E-02  236.98 um     9.34 um     4.05 um  
  50.00 MeV   1.048E+02  6.068E-02  282.80 um    11.43 um     4.76 um  
  55.00 MeV   9.754E+01  5.574E-02  332.21 um    13.46 um     5.52 um  
  60.00 MeV   9.130E+01  5.157E-02  385.16 um    15.47 um     6.32 um  
  65.00 MeV   8.588E+01  4.801E-02  441.59 um    17.48 um     7.18 um  
  70.00 MeV   8.114E+01  4.493E-02  501.44 um    19.50 um     8.08 um  
  80.00 MeV   7.321E+01  3.986E-02  631.12 um    26.91 um    10.03 um  
  90.00 MeV   6.683E+01  3.586E-02  774.01 um    33.80 um    12.17 um  
 100.00 MeV   6.157E+01  3.262E-02  929.83 um    40.51 um    14.48 um  
 110.00 MeV   5.715E+01  2.994E-02    1.10 mm    47.17 um    16.96 um  
 120.00 MeV   5.339E+01  2.768E-02    1.28 mm    53.85 um    19.62 um  
 130.00 MeV   5.014E+01  2.576E-02    1.47 mm    60.58 um    22.44 um  
 140.00 MeV   4.730E+01  2.409E-02    1.68 mm    67.39 um    25.42 um  
 150.00 MeV   4.480E+01  2.264E-02    1.89 mm    74.28 um    28.56 um  
 160.00 MeV   4.258E+01  2.135E-02    2.12 mm    81.27 um    31.86 um  
 170.00 MeV   4.059E+01  2.021E-02    2.36 mm    88.36 um    35.32 um  
 180.00 MeV   3.880E+01  1.920E-02    2.62 mm    95.55 um    38.92 um  
 200.00 MeV   3.570E+01  1.745E-02    3.15 mm   122.59 um    46.59 um  
 225.00 MeV   3.253E+01  1.568E-02    3.89 mm   161.23 um    57.00 um  
 250.00 MeV   2.993E+01  1.425E-02    4.69 mm   197.72 um    68.30 um  
 275.00 MeV   2.776E+01  1.307E-02    5.55 mm   233.38 um    80.46 um  
 300.00 MeV   2.593E+01  1.208E-02    6.49 mm   268.77 um    93.46 um  
 325.00 MeV   2.435E+01  1.123E-02    7.48 mm   304.20 um   107.27 um  
 350.00 MeV   2.297E+01  1.050E-02    8.54 mm   339.82 um   121.88 um  
 375.00 MeV   2.177E+01  9.856E-03    9.65 mm   375.74 um   137.27 um  
 400.00 MeV   2.070E+01  9.293E-03   10.83 mm   412.01 um   153.41 um  
 450.00 MeV   1.889E+01  8.346E-03   13.36 mm   547.42 um   187.93 um  
 500.00 MeV   1.742E+01  7.581E-03   16.11 mm   673.98 um   225.30 um  
 550.00 MeV   1.619E+01  6.948E-03   19.09 mm   796.76 um   265.40 um  
 600.00 MeV   1.516E+01  6.417E-03   22.28 mm   917.93 um   308.13 um  
 650.00 MeV   1.427E+01  5.963E-03   25.68 mm     1.04 mm   353.38 um  
 700.00 MeV   1.350E+01  5.572E-03   29.28 mm     1.16 mm   401.07 um  
 800.00 MeV   1.224E+01  4.930E-03   37.05 mm     1.60 mm   503.43 um  
 900.00 MeV   1.123E+01  4.425E-03   45.58 mm     2.01 mm   614.55 um  
   1.00 GeV   1.042E+01  4.017E-03   54.82 mm     2.40 mm   733.84 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  4.3083E-03                keV / (ug/cm2) 
  4.3083E-03                MeV / (mg/cm2) 
  4.3083E+00                keV / (mg/cm2) 
  2.0093E-01                 eV / (1E15 atoms/cm2)
  7.1472E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
