 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> March 20, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/11Li(d,p)/SRIM files/proton_500mb_CF4_90-10.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  2.4893E-04 g/cm3 = 2.7748E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    078.26    017.09   
      C      6    004.35    011.32   
      F      9    017.39    071.59   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 MeV   1.019E-03  4.724E-07    5.46 m    245.63 mm   149.55 mm  
  11.00 MeV   9.429E-04  4.334E-07    6.48 m    286.89 mm   176.55 mm  
  12.00 MeV   8.785E-04  4.006E-07    7.58 m    328.46 mm   205.51 mm  
  13.00 MeV   8.231E-04  3.727E-07    8.75 m    370.56 mm   236.39 mm  
  14.00 MeV   7.748E-04  3.485E-07   10.00 m    413.30 mm   269.16 mm  
  15.00 MeV   7.324E-04  3.274E-07   11.33 m    456.75 mm   303.80 mm  
  16.00 MeV   6.948E-04  3.088E-07   12.73 m    500.95 mm   340.27 mm  
  17.00 MeV   6.613E-04  2.923E-07   14.20 m    545.91 mm   378.55 mm  
  18.00 MeV   6.311E-04  2.775E-07   15.75 m    591.65 mm   418.61 mm  
  20.00 MeV   5.790E-04  2.522E-07   19.05 m    760.65 mm   504.05 mm  
  22.50 MeV   5.259E-04  2.266E-07   23.58 m      1.00 m    620.54 mm  
  25.00 MeV   4.825E-04  2.059E-07   28.53 m      1.23 m    747.51 mm  
  27.50 MeV   4.464E-04  1.887E-07   33.91 m      1.46 m    884.71 mm  
  30.00 MeV   4.159E-04  1.743E-07   39.71 m      1.68 m      1.03 m   
  32.50 MeV   3.897E-04  1.621E-07   45.91 m      1.91 m      1.19 m   
  35.00 MeV   3.670E-04  1.515E-07   52.51 m      2.14 m      1.36 m   
  37.50 MeV   3.471E-04  1.422E-07   59.50 m      2.37 m      1.53 m   
  40.00 MeV   3.294E-04  1.341E-07   66.89 m      2.60 m      1.72 m   
  45.00 MeV   2.997E-04  1.204E-07   82.78 m      3.46 m      2.11 m   
  50.00 MeV   2.755E-04  1.093E-07  100.16 m      4.28 m      2.54 m   
  55.00 MeV   2.553E-04  1.002E-07  118.99 m      5.07 m      3.01 m   
  60.00 MeV   2.384E-04  9.250E-08  139.23 m      5.85 m      3.51 m   
  65.00 MeV   2.239E-04  8.595E-08  160.85 m      6.64 m      4.04 m   
  70.00 MeV   2.113E-04  8.030E-08  183.81 m      7.43 m      4.60 m   
  80.00 MeV   1.906E-04  7.103E-08  233.59 m     10.30 m      5.80 m   
  90.00 MeV   1.742E-04  6.374E-08  288.41 m     12.96 m      7.12 m   
 100.00 MeV   1.609E-04  5.785E-08  348.07 m     15.54 m      8.54 m   
 110.00 MeV   1.500E-04  5.299E-08  412.36 m     18.09 m     10.06 m   
 120.00 MeV   1.407E-04  4.891E-08  481.12 m     20.63 m     11.68 m   
 130.00 MeV   1.328E-04  4.543E-08  554.17 m     23.17 m     13.39 m   
 140.00 MeV   1.260E-04  4.243E-08  631.36 m     25.72 m     15.18 m   
 150.00 MeV   1.201E-04  3.981E-08  712.54 m     28.28 m     17.05 m   
 160.00 MeV   1.149E-04  3.751E-08  797.58 m     30.85 m     18.99 m   
 170.00 MeV   1.102E-04  3.547E-08  886.34 m     33.43 m     21.01 m   
 180.00 MeV   1.061E-04  3.364E-08  978.70 m     36.03 m     23.10 m   
 200.00 MeV   9.902E-05  3.052E-08    1.17 km    45.61 m     27.48 m   
 225.00 MeV   9.190E-05  2.737E-08    1.44 km    59.04 m     33.28 m   
 250.00 MeV   8.617E-05  2.483E-08    1.72 km    71.45 m     39.41 m   
 275.00 MeV   8.146E-05  2.273E-08    2.01 km    83.28 m     45.84 m   
 300.00 MeV   7.753E-05  2.097E-08    2.33 km    94.73 m     52.52 m   
 325.00 MeV   7.421E-05  1.947E-08    2.66 km   105.91 m     59.43 m   
 350.00 MeV   7.136E-05  1.818E-08    3.00 km   116.87 m     66.55 m   
 375.00 MeV   6.890E-05  1.705E-08    3.36 km   127.64 m     73.85 m   
 400.00 MeV   6.675E-05  1.606E-08    3.73 km   138.26 m     81.30 m   
 450.00 MeV   6.318E-05  1.439E-08    4.49 km   176.63 m     96.61 m   
 500.00 MeV   6.036E-05  1.305E-08    5.30 km   211.15 m    112.36 m   
 550.00 MeV   5.808E-05  1.194E-08    6.15 km   243.24 m    128.42 m   
 600.00 MeV   5.621E-05  1.102E-08    7.02 km   273.59 m    144.72 m   
 650.00 MeV   5.466E-05  1.022E-08    7.92 km   302.56 m    161.19 m   
 700.00 MeV   5.335E-05  9.543E-09    8.85 km   330.38 m    177.76 m   
 800.00 MeV   5.129E-05  8.427E-09   10.76 km   428.05 m    211.04 m   
 900.00 MeV   4.976E-05  7.551E-09   12.74 km   512.57 m    244.28 m   
   1.00 GeV   4.861E-05  6.844E-09   14.77 km   588.81 m    277.28 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  4.0173E+01                keV / (ug/cm2) 
  4.0173E+01                MeV / (mg/cm2) 
  4.0173E+04                keV / (mg/cm2) 
  3.6039E+02                 eV / (1E15 atoms/cm2)
  1.7666E+02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
