 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 21, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/11Li(d,p)/SRIM files/9Li_silicon.txt

 Ion = Lithium [3] , Mass = 9.02679 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6.00 MeV   4.256E+02  4.360E-01   13.28 um     5004 A      5385 A   
   6.50 MeV   4.123E+02  4.071E-01   14.47 um     5325 A      5576 A   
   7.00 MeV   3.997E+02  3.819E-01   15.70 um     5647 A      5770 A   
   8.00 MeV   3.764E+02  3.404E-01   18.27 um     6799 A      6173 A   
   9.00 MeV   3.555E+02  3.075E-01   21.00 um     7896 A      6595 A   
  10.00 MeV   3.369E+02  2.806E-01   23.88 um     8965 A      7037 A   
  11.00 MeV   3.202E+02  2.584E-01   26.92 um     1.00 um     7501 A   
  12.00 MeV   3.052E+02  2.395E-01   30.12 um     1.11 um     7987 A   
  13.00 MeV   2.916E+02  2.234E-01   33.47 um     1.21 um     8496 A   
  14.00 MeV   2.792E+02  2.094E-01   36.97 um     1.32 um     9026 A   
  15.00 MeV   2.680E+02  1.971E-01   40.62 um     1.42 um     9579 A   
  16.00 MeV   2.577E+02  1.863E-01   44.42 um     1.53 um     1.02 um  
  17.00 MeV   2.482E+02  1.767E-01   48.37 um     1.64 um     1.07 um  
  18.00 MeV   2.395E+02  1.681E-01   52.46 um     1.75 um     1.14 um  
  20.00 MeV   2.234E+02  1.532E-01   61.10 um     2.15 um     1.27 um  
  22.50 MeV   2.045E+02  1.381E-01   72.79 um     2.73 um     1.44 um  
  25.00 MeV   1.899E+02  1.259E-01   85.47 um     3.29 um     1.63 um  
  27.50 MeV   1.774E+02  1.157E-01   99.08 um     3.83 um     1.84 um  
  30.00 MeV   1.667E+02  1.072E-01  113.60 um     4.37 um     2.05 um  
  32.50 MeV   1.573E+02  9.982E-02  129.03 um     4.91 um     2.28 um  
  35.00 MeV   1.491E+02  9.348E-02  145.34 um     5.45 um     2.53 um  
  37.50 MeV   1.417E+02  8.793E-02  162.52 um     5.99 um     2.78 um  
  40.00 MeV   1.352E+02  8.303E-02  180.57 um     6.54 um     3.05 um  
  45.00 MeV   1.239E+02  7.477E-02  219.18 um     8.57 um     3.62 um  
  50.00 MeV   1.145E+02  6.808E-02  261.13 um    10.48 um     4.23 um  
  55.00 MeV   1.066E+02  6.253E-02  306.34 um    12.33 um     4.89 um  
  60.00 MeV   9.985E+01  5.786E-02  354.77 um    14.16 um     5.59 um  
  65.00 MeV   9.397E+01  5.386E-02  406.35 um    15.99 um     6.34 um  
  70.00 MeV   8.881E+01  5.041E-02  461.05 um    17.83 um     7.12 um  
  80.00 MeV   8.018E+01  4.472E-02  579.50 um    24.59 um     8.82 um  
  90.00 MeV   7.322E+01  4.024E-02  709.95 um    30.87 um    10.67 um  
 100.00 MeV   6.748E+01  3.660E-02  852.14 um    36.98 um    12.67 um  
 110.00 MeV   6.266E+01  3.360E-02    1.01 mm    43.04 um    14.83 um  
 120.00 MeV   5.855E+01  3.106E-02    1.17 mm    49.12 um    17.13 um  
 130.00 MeV   5.500E+01  2.890E-02    1.35 mm    55.25 um    19.57 um  
 140.00 MeV   5.189E+01  2.703E-02    1.53 mm    61.44 um    22.16 um  
 150.00 MeV   4.916E+01  2.540E-02    1.73 mm    67.71 um    24.88 um  
 160.00 MeV   4.672E+01  2.396E-02    1.94 mm    74.07 um    27.74 um  
 170.00 MeV   4.454E+01  2.269E-02    2.16 mm    80.51 um    30.73 um  
 180.00 MeV   4.258E+01  2.154E-02    2.39 mm    87.04 um    33.86 um  
 200.00 MeV   3.918E+01  1.958E-02    2.88 mm   111.66 um    40.50 um  
 225.00 MeV   3.570E+01  1.760E-02    3.55 mm   146.84 um    49.51 um  
 250.00 MeV   3.285E+01  1.600E-02    4.28 mm   180.06 um    59.29 um  
 275.00 MeV   3.047E+01  1.467E-02    5.07 mm   212.52 um    69.82 um  
 300.00 MeV   2.845E+01  1.355E-02    5.91 mm   244.75 um    81.08 um  
 325.00 MeV   2.671E+01  1.260E-02    6.82 mm   277.02 um    93.04 um  
 350.00 MeV   2.520E+01  1.178E-02    7.78 mm   309.48 um   105.70 um  
 375.00 MeV   2.387E+01  1.106E-02    8.80 mm   342.22 um   119.04 um  
 400.00 MeV   2.269E+01  1.043E-02    9.88 mm   375.28 um   133.04 um  
 450.00 MeV   2.070E+01  9.368E-03   12.18 mm   498.87 um   162.98 um  
 500.00 MeV   1.908E+01  8.509E-03   14.70 mm   614.46 um   195.42 um  
 550.00 MeV   1.772E+01  7.800E-03   17.42 mm   726.67 um   230.26 um  
 600.00 MeV   1.658E+01  7.203E-03   20.33 mm   837.50 um   267.42 um  
