 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 05, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/11Li(d,p)/SRIM files/4He_900mb_CF4_90-10.txt

 Ion = Helium [2] , Mass = 4.003 amu

 Target Density =  4.4807E-04 g/cm3 = 4.9946E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    078.26    017.09   
      C      6    004.35    011.32   
      F      9    017.39    071.59   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  45.00 MeV   6.703E-03  3.126E-06    3.73 m    153.13 mm    50.67 mm  
  50.00 MeV   6.151E-03  2.842E-06    4.51 m    189.17 mm    60.89 mm  
  55.00 MeV   5.690E-03  2.606E-06    5.36 m    224.37 mm    71.93 mm  
  60.00 MeV   5.299E-03  2.408E-06    6.27 m    259.34 mm    83.79 mm  
  65.00 MeV   4.962E-03  2.239E-06    7.24 m    294.41 mm    96.44 mm  
  70.00 MeV   4.670E-03  2.093E-06    8.28 m    329.77 mm   109.87 mm  
  80.00 MeV   4.186E-03  1.853E-06   10.54 m    460.84 mm   139.03 mm  
  90.00 MeV   3.801E-03  1.665E-06   13.05 m    582.96 mm   171.18 mm  
 100.00 MeV   3.487E-03  1.512E-06   15.80 m    702.17 mm   206.24 mm  
 110.00 MeV   3.225E-03  1.386E-06   18.78 m    820.85 mm   244.14 mm  
 120.00 MeV   3.004E-03  1.280E-06   21.99 m    940.12 mm   284.81 mm  
 130.00 MeV   2.814E-03  1.190E-06   25.43 m      1.06 m    328.18 mm  
 140.00 MeV   2.650E-03  1.112E-06   29.09 m      1.18 m    374.21 mm  
 150.00 MeV   2.506E-03  1.044E-06   32.97 m      1.31 m    422.83 mm  
 160.00 MeV   2.378E-03  9.838E-07   37.06 m      1.43 m    474.00 mm  
 170.00 MeV   2.265E-03  9.306E-07   41.37 m      1.56 m    527.66 mm  
 180.00 MeV   2.163E-03  8.831E-07   45.88 m      1.69 m    583.78 mm  
 200.00 MeV   1.988E-03  8.017E-07   55.53 m      2.18 m    703.25 mm  
 225.00 MeV   1.810E-03  7.195E-07   68.70 m      2.87 m    865.65 mm  
 250.00 MeV   1.665E-03  6.531E-07   83.10 m      3.53 m      1.04 m   
 275.00 MeV   1.546E-03  5.983E-07   98.68 m      4.17 m      1.23 m   
 300.00 MeV   1.445E-03  5.523E-07  115.40 m      4.80 m      1.43 m   
 325.00 MeV   1.358E-03  5.130E-07  133.25 m      5.43 m      1.65 m   
 350.00 MeV   1.284E-03  4.792E-07  152.17 m      6.07 m      1.88 m   
 375.00 MeV   1.218E-03  4.496E-07  172.16 m      6.70 m      2.12 m   
 400.00 MeV   1.161E-03  4.237E-07  193.18 m      7.35 m      2.37 m   
 450.00 MeV   1.064E-03  3.800E-07  238.17 m      9.74 m      2.90 m   
 500.00 MeV   9.853E-04  3.448E-07  287.00 m     11.96 m      3.47 m   
 550.00 MeV   9.205E-04  3.157E-07  339.49 m     14.10 m      4.08 m   
