 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 17, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/11Li(d,p)/SRIM files/11Li_100mb_CF4.txt

 Ion = Lithium [3] , Mass = 11.0438 amu

 Target Density =  3.5640E-04 g/cm3 = 1.2194E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    020.00    013.65   
      F      9    080.00    086.35   
 ====================================
 Bragg Correction = -2.62%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  25.00 MeV   3.721E-02  2.260E-05  443.09 mm    16.52 mm     6.47 mm  
  27.50 MeV   3.460E-02  2.077E-05  512.74 mm    19.30 mm     7.13 mm  
  30.00 MeV   3.248E-02  1.922E-05  587.28 mm    22.05 mm     7.84 mm  
  32.50 MeV   3.064E-02  1.790E-05  666.49 mm    24.80 mm     8.60 mm  
  35.00 MeV   2.901E-02  1.676E-05  750.31 mm    27.55 mm     9.41 mm  
  37.50 MeV   2.756E-02  1.576E-05  838.68 mm    30.33 mm    10.27 mm  
  40.00 MeV   2.626E-02  1.488E-05  931.56 mm    33.13 mm    11.18 mm  
  45.00 MeV   2.404E-02  1.339E-05    1.13 m     43.60 mm    13.13 mm  
  50.00 MeV   2.219E-02  1.219E-05    1.35 m     53.42 mm    15.26 mm  
  55.00 MeV   2.063E-02  1.119E-05    1.58 m     62.97 mm    17.56 mm  
  60.00 MeV   1.929E-02  1.035E-05    1.83 m     72.41 mm    20.02 mm  
  65.00 MeV   1.813E-02  9.631E-06    2.10 m     81.85 mm    22.64 mm  
  70.00 MeV   1.712E-02  9.011E-06    2.38 m     91.34 mm    25.42 mm  
  80.00 MeV   1.542E-02  7.991E-06    3.00 m    126.51 mm    31.42 mm  
  90.00 MeV   1.406E-02  7.186E-06    3.68 m    159.19 mm    38.02 mm  
 100.00 MeV   1.293E-02  6.535E-06    4.42 m    191.02 mm    45.18 mm  
 110.00 MeV   1.199E-02  5.996E-06    5.22 m    222.63 mm    52.90 mm  
 120.00 MeV   1.119E-02  5.542E-06    6.08 m    254.35 mm    61.17 mm  
 130.00 MeV   1.049E-02  5.155E-06    7.01 m    286.36 mm    69.97 mm  
 140.00 MeV   9.890E-03  4.821E-06    7.99 m    318.73 mm    79.30 mm  
 150.00 MeV   9.357E-03  4.528E-06    9.03 m    351.54 mm    89.15 mm  
 160.00 MeV   8.885E-03  4.271E-06   10.12 m    384.82 mm    99.50 mm  
 170.00 MeV   8.462E-03  4.043E-06   11.28 m    418.58 mm   110.36 mm  
 180.00 MeV   8.081E-03  3.838E-06   12.49 m    452.82 mm   121.71 mm  
 200.00 MeV   7.423E-03  3.488E-06   15.07 m    583.01 mm   145.89 mm  
 225.00 MeV   6.750E-03  3.134E-06   18.60 m    769.32 mm   178.80 mm  
 250.00 MeV   6.200E-03  2.847E-06   22.46 m    945.37 mm   214.62 mm  
 275.00 MeV   5.741E-03  2.610E-06   26.65 m      1.12 m    253.27 mm  
 300.00 MeV   5.352E-03  2.411E-06   31.16 m      1.29 m    294.69 mm  
 325.00 MeV   5.018E-03  2.241E-06   35.98 m      1.46 m    338.82 mm  
 350.00 MeV   4.727E-03  2.095E-06   41.12 m      1.63 m    385.60 mm  
 375.00 MeV   4.472E-03  1.967E-06   46.55 m      1.81 m    434.97 mm  
 400.00 MeV   4.247E-03  1.854E-06   52.29 m      1.98 m    486.90 mm  
 450.00 MeV   3.865E-03  1.665E-06   64.63 m      2.65 m    598.25 mm  
 500.00 MeV   3.554E-03  1.512E-06   78.12 m      3.27 m    719.27 mm  
 550.00 MeV   3.296E-03  1.385E-06   92.72 m      3.87 m    849.63 mm  
 600.00 MeV   3.077E-03  1.279E-06  108.42 m      4.47 m    989.04 mm  
 650.00 MeV   2.890E-03  1.188E-06  125.19 m      5.07 m      1.14 m   
 700.00 MeV   2.728E-03  1.110E-06  142.99 m      5.66 m      1.29 m   
 800.00 MeV   2.460E-03  9.820E-07  181.60 m      7.88 m      1.63 m   
 900.00 MeV   2.248E-03  8.812E-07  224.11 m      9.93 m      2.00 m   
   1.00 GeV   2.077E-03  7.998E-07  270.39 m     11.90 m      2.40 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  2.8059E+01                keV / (ug/cm2) 
  2.8059E+01                MeV / (mg/cm2) 
  2.8059E+04                keV / (mg/cm2) 
  8.2007E+02                 eV / (1E15 atoms/cm2)
  2.4862E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
