 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 21, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/11Li(d,p)/SRIM files/9Li_900mb_CF4_90-10.txt

 Ion = Lithium [3] , Mass = 9.02679 amu

 Target Density =  4.4807E-04 g/cm3 = 4.9946E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    078.26    017.09   
      C      6    004.35    011.32   
      F      9    017.39    071.59   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  35.00 keV   1.915E-02  5.152E-03    1.32 mm   334.05 um   311.09 um  
  37.50 keV   1.989E-02  4.926E-03    1.41 mm   348.22 um   328.24 um  
  40.00 keV   2.061E-02  4.722E-03    1.50 mm   361.56 um   344.72 um  
  45.00 keV   2.201E-02  4.366E-03    1.67 mm   386.32 um   375.81 um  
  50.00 keV   2.336E-02  4.066E-03    1.84 mm   408.51 um   404.59 um  
  55.00 keV   2.466E-02  3.810E-03    2.00 mm   428.49 um   431.31 um  
  60.00 keV   2.593E-02  3.588E-03    2.16 mm   446.60 um   456.18 um  
  65.00 keV   2.717E-02  3.393E-03    2.31 mm   463.07 um   479.38 um  
  70.00 keV   2.837E-02  3.220E-03    2.46 mm   478.12 um   501.09 um  
  80.00 keV   3.071E-02  2.928E-03    2.75 mm   505.29 um   540.58 um  
  90.00 keV   3.296E-02  2.690E-03    3.02 mm   528.45 um   575.61 um  
 100.00 keV   3.514E-02  2.492E-03    3.28 mm   548.45 um   606.91 um  
 110.00 keV   3.726E-02  2.323E-03    3.52 mm   565.89 um   635.08 um  
 120.00 keV   3.932E-02  2.178E-03    3.76 mm   581.24 um   660.59 um  
 130.00 keV   4.132E-02  2.052E-03    3.98 mm   594.87 um   683.82 um  
 140.00 keV   4.329E-02  1.941E-03    4.20 mm   607.04 um   705.08 um  
 150.00 keV   4.521E-02  1.843E-03    4.41 mm   617.99 um   724.63 um  
 160.00 keV   4.710E-02  1.755E-03    4.61 mm   627.89 um   742.66 um  
 170.00 keV   4.896E-02  1.675E-03    4.81 mm   636.88 um   759.37 um  
 180.00 keV   5.080E-02  1.604E-03    4.99 mm   645.09 um   774.89 um  
 200.00 keV   5.440E-02  1.479E-03    5.35 mm   660.43 um   802.87 um  
 225.00 keV   5.879E-02  1.350E-03    5.77 mm   676.96 um   833.11 um  
 250.00 keV   6.308E-02  1.244E-03    6.17 mm   690.73 um   859.15 um  
 275.00 keV   6.727E-02  1.154E-03    6.53 mm   702.39 um   881.84 um  
 300.00 keV   7.137E-02  1.078E-03    6.88 mm   712.40 um   901.81 um  
 325.00 keV   7.538E-02  1.011E-03    7.21 mm   721.08 um   919.53 um  
 350.00 keV   7.929E-02  9.535E-04    7.53 mm   728.69 um   935.38 um  
 375.00 keV   8.310E-02  9.024E-04    7.83 mm   735.42 um   949.66 um  
 400.00 keV   8.680E-02  8.570E-04    8.12 mm   741.42 um   962.60 um  
 450.00 keV   9.388E-02  7.795E-04    8.66 mm   753.59 um   985.20 um  
 500.00 keV   1.005E-01  7.159E-04    9.16 mm   763.69 um     1.00 mm  
 550.00 keV   1.067E-01  6.625E-04    9.64 mm   772.26 um     1.02 mm  
 600.00 keV   1.124E-01  6.172E-04   10.09 mm   779.68 um     1.04 mm  
 650.00 keV   1.176E-01  5.781E-04   10.52 mm   786.19 um     1.05 mm  
 700.00 keV   1.224E-01  5.440E-04   10.93 mm   792.00 um     1.06 mm  
 800.00 keV   1.307E-01  4.873E-04   11.71 mm   805.78 um     1.08 mm  
 900.00 keV   1.376E-01  4.420E-04   12.45 mm   817.52 um     1.10 mm  
   1.00 MeV   1.432E-01  4.050E-04   13.16 mm   827.84 um     1.11 mm  
   1.10 MeV   1.477E-01  3.740E-04   13.84 mm   837.13 um     1.12 mm  
   1.20 MeV   1.513E-01  3.478E-04   14.51 mm   845.65 um     1.13 mm  
   1.30 MeV   1.543E-01  3.252E-04   15.16 mm   853.57 um     1.15 mm  
   1.40 MeV   1.566E-01  3.056E-04   15.80 mm   861.04 um     1.16 mm  
   1.50 MeV   1.584E-01  2.883E-04   16.43 mm   868.13 um     1.16 mm  
   1.60 MeV   1.598E-01  2.730E-04   17.06 mm   874.94 um     1.17 mm  
   1.70 MeV   1.608E-01  2.594E-04   17.68 mm   881.51 um     1.18 mm  
   1.80 MeV   1.615E-01  2.471E-04   18.30 mm   887.88 um     1.19 mm  
   2.00 MeV   1.622E-01  2.260E-04   19.53 mm   908.55 um     1.20 mm  
   2.25 MeV   1.619E-01  2.044E-04   21.07 mm   938.46 um     1.22 mm  
   2.50 MeV   1.607E-01  1.868E-04   22.61 mm   967.46 um     1.23 mm  
   2.75 MeV   1.589E-01  1.722E-04   24.18 mm   995.95 um     1.25 mm  
   3.00 MeV   1.566E-01  1.598E-04   25.76 mm     1.02 mm     1.26 mm  
   3.25 MeV   1.540E-01  1.492E-04   27.36 mm     1.05 mm     1.28 mm  
   3.50 MeV   1.513E-01  1.399E-04   29.00 mm     1.08 mm     1.29 mm  
   3.75 MeV   1.484E-01  1.318E-04   30.67 mm     1.11 mm     1.30 mm  
   4.00 MeV   1.454E-01  1.247E-04   32.36 mm     1.14 mm     1.32 mm  
   4.50 MeV   1.395E-01  1.126E-04   35.87 mm     1.25 mm     1.34 mm  
   5.00 MeV   1.336E-01  1.028E-04   39.53 mm     1.36 mm     1.37 mm  
   5.50 MeV   1.280E-01  9.459E-05   43.35 mm     1.47 mm     1.40 mm  
   6.00 MeV   1.227E-01  8.769E-05   47.33 mm     1.58 mm     1.42 mm  
   6.50 MeV   1.177E-01  8.177E-05   51.49 mm     1.69 mm     1.45 mm  
   7.00 MeV   1.131E-01  7.665E-05   55.82 mm     1.80 mm     1.48 mm  
   8.00 MeV   1.046E-01  6.819E-05   65.01 mm     2.23 mm     1.55 mm  
   9.00 MeV   9.722E-02  6.149E-05   74.92 mm     2.64 mm     1.62 mm  
  10.00 MeV   9.075E-02  5.605E-05   85.56 mm     3.05 mm     1.69 mm  
  11.00 MeV   8.507E-02  5.154E-05   96.94 mm     3.46 mm     1.78 mm  
  12.00 MeV   8.004E-02  4.773E-05  109.05 mm     3.87 mm     1.87 mm  
  13.00 MeV   7.557E-02  4.448E-05  121.90 mm     4.29 mm     1.96 mm  
  14.00 MeV   7.157E-02  4.165E-05  135.49 mm     4.71 mm     2.07 mm  
  15.00 MeV   6.798E-02  3.919E-05  149.82 mm     5.14 mm     2.18 mm  
  16.00 MeV   6.474E-02  3.701E-05  164.89 mm     5.58 mm     2.30 mm  
  17.00 MeV   6.181E-02  3.507E-05  180.69 mm     6.02 mm     2.43 mm  
  18.00 MeV   5.913E-02  3.334E-05  197.22 mm     6.47 mm     2.56 mm  
  20.00 MeV   5.488E-02  3.036E-05  232.32 mm     8.18 mm     2.86 mm  
  22.50 MeV   4.991E-02  2.734E-05  280.07 mm    10.64 mm     3.26 mm  
  25.00 MeV   4.607E-02  2.488E-05  332.19 mm    12.97 mm     3.71 mm  
  27.50 MeV   4.283E-02  2.286E-05  388.46 mm    15.25 mm     4.20 mm  
  30.00 MeV   4.005E-02  2.115E-05  448.81 mm    17.51 mm     4.73 mm  
  32.50 MeV   3.763E-02  1.968E-05  513.18 mm    19.77 mm     5.30 mm  
  35.00 MeV   3.552E-02  1.842E-05  581.54 mm    22.05 mm     5.90 mm  
  37.50 MeV   3.365E-02  1.732E-05  653.83 mm    24.35 mm     6.54 mm  
  40.00 MeV   3.199E-02  1.634E-05  730.00 mm    26.67 mm     7.22 mm  
  45.00 MeV   2.914E-02  1.470E-05  893.74 mm    35.40 mm     8.67 mm  
  50.00 MeV   2.680E-02  1.337E-05    1.07 m     43.60 mm    10.25 mm  
  55.00 MeV   2.484E-02  1.227E-05    1.27 m     51.59 mm    11.96 mm  
  60.00 MeV   2.316E-02  1.135E-05    1.47 m     59.51 mm    13.80 mm  
  65.00 MeV   2.172E-02  1.056E-05    1.70 m     67.45 mm    15.76 mm  
  70.00 MeV   2.046E-02  9.873E-06    1.93 m     75.44 mm    17.84 mm  
  80.00 MeV   1.836E-02  8.751E-06    2.45 m    105.18 mm    22.35 mm  
  90.00 MeV   1.669E-02  7.866E-06    3.02 m    132.85 mm    27.32 mm  
 100.00 MeV   1.531E-02  7.150E-06    3.65 m    159.86 mm    32.74 mm  
 110.00 MeV   1.417E-02  6.558E-06    4.33 m    186.74 mm    38.60 mm  
 120.00 MeV   1.319E-02  6.060E-06    5.06 m    213.76 mm    44.89 mm  
 130.00 MeV   1.236E-02  5.635E-06    5.84 m    241.06 mm    51.61 mm  
 140.00 MeV   1.163E-02  5.268E-06    6.67 m    268.71 mm    58.74 mm  
 150.00 MeV   1.099E-02  4.948E-06    7.56 m    296.76 mm    66.28 mm  
 160.00 MeV   1.042E-02  4.665E-06    8.49 m    325.23 mm    74.22 mm  
 170.00 MeV   9.915E-03  4.415E-06    9.48 m    354.14 mm    82.56 mm  
 180.00 MeV   9.461E-03  4.191E-06   10.51 m    383.48 mm    91.29 mm  
 200.00 MeV   8.678E-03  3.807E-06   12.72 m    495.32 mm   109.93 mm  
 225.00 MeV   7.879E-03  3.419E-06   15.74 m    655.43 mm   135.35 mm  
 250.00 MeV   7.228E-03  3.105E-06   19.05 m    806.78 mm   163.08 mm  
 275.00 MeV   6.687E-03  2.846E-06   22.65 m    954.89 mm   193.05 mm  
 300.00 MeV   6.229E-03  2.628E-06   26.52 m      1.10 m    225.20 mm  
 325.00 MeV   5.836E-03  2.443E-06   30.67 m      1.25 m    259.50 mm  
 350.00 MeV   5.496E-03  2.282E-06   35.08 m      1.40 m    295.89 mm  
 375.00 MeV   5.198E-03  2.142E-06   39.76 m      1.55 m    334.33 mm  
 400.00 MeV   4.934E-03  2.019E-06   44.69 m      1.70 m    374.77 mm  
 450.00 MeV   4.489E-03  1.812E-06   55.32 m      2.27 m    461.56 mm  
 500.00 MeV   4.128E-03  1.645E-06   66.93 m      2.81 m    555.92 mm  
 550.00 MeV   3.828E-03  1.507E-06   79.51 m      3.33 m    657.59 mm  
 600.00 MeV   3.575E-03  1.391E-06   93.02 m      3.84 m    766.30 mm  
 650.00 MeV   3.358E-03  1.293E-06  107.45 m      4.35 m    881.83 mm  
 700.00 MeV   3.171E-03  1.207E-06  122.77 m      4.87 m      1.00 m   
 800.00 MeV   2.863E-03  1.068E-06  155.96 m      6.77 m      1.27 m   
 900.00 MeV   2.620E-03  9.576E-07  192.48 m      8.53 m      1.55 m   
   1.00 GeV   2.423E-03  8.689E-07  232.17 m     10.22 m      1.86 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  2.2319E+01                keV / (ug/cm2) 
  2.2319E+01                MeV / (mg/cm2) 
  2.2319E+04                keV / (mg/cm2) 
  2.0022E+02                 eV / (1E15 atoms/cm2)
  9.6354E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
