 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 23, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/Actar tracks simulation/SRIM/12Li_900mb_CF4_90-10.txt

 Ion = Lithium [3] , Mass = 12.05378 amu

 Target Density =  4.4807E-04 g/cm3 = 4.9946E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    078.26    017.09   
      C      6    004.35    011.32   
      F      9    017.39    071.59   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   3.00 MeV   1.619E-01  2.089E-04   28.20 mm     1.14 mm     1.45 mm  
   3.25 MeV   1.611E-01  1.950E-04   29.74 mm     1.16 mm     1.47 mm  
   3.50 MeV   1.599E-01  1.830E-04   31.30 mm     1.19 mm     1.48 mm  
   3.75 MeV   1.584E-01  1.725E-04   32.86 mm     1.21 mm     1.49 mm  
   4.00 MeV   1.567E-01  1.632E-04   34.45 mm     1.23 mm     1.51 mm  
   4.50 MeV   1.527E-01  1.474E-04   37.68 mm     1.32 mm     1.53 mm  
   5.00 MeV   1.484E-01  1.345E-04   40.99 mm     1.41 mm     1.55 mm  
   5.50 MeV   1.440E-01  1.239E-04   44.41 mm     1.49 mm     1.57 mm  
   6.00 MeV   1.395E-01  1.149E-04   47.93 mm     1.58 mm     1.60 mm  
   6.50 MeV   1.351E-01  1.071E-04   51.57 mm     1.66 mm     1.62 mm  
   7.00 MeV   1.309E-01  1.004E-04   55.32 mm     1.75 mm     1.64 mm  
   8.00 MeV   1.228E-01  8.938E-05   63.21 mm     2.08 mm     1.69 mm  
   9.00 MeV   1.155E-01  8.063E-05   71.60 mm     2.41 mm     1.74 mm  
  10.00 MeV   1.088E-01  7.351E-05   80.52 mm     2.73 mm     1.79 mm  
  11.00 MeV   1.028E-01  6.761E-05   89.97 mm     3.04 mm     1.85 mm  
  12.00 MeV   9.731E-02  6.263E-05   99.96 mm     3.36 mm     1.91 mm  
  13.00 MeV   9.238E-02  5.836E-05  110.50 mm     3.69 mm     1.98 mm  
  14.00 MeV   8.791E-02  5.467E-05  121.59 mm     4.02 mm     2.05 mm  
  15.00 MeV   8.384E-02  5.144E-05  133.24 mm     4.35 mm     2.12 mm  
  16.00 MeV   8.012E-02  4.858E-05  145.43 mm     4.69 mm     2.20 mm  
  17.00 MeV   7.672E-02  4.605E-05  158.18 mm     5.03 mm     2.28 mm  
  18.00 MeV   7.360E-02  4.377E-05  171.48 mm     5.38 mm     2.37 mm  
  20.00 MeV   6.806E-02  3.987E-05  199.73 mm     6.72 mm     2.56 mm  
  22.50 MeV   6.223E-02  3.591E-05  238.13 mm     8.66 mm     2.83 mm  
  25.00 MeV   5.758E-02  3.270E-05  279.89 mm    10.51 mm     3.13 mm  
  27.50 MeV   5.362E-02  3.003E-05  324.86 mm    12.30 mm     3.45 mm  
  30.00 MeV   4.997E-02  2.779E-05  373.15 mm    14.10 mm     3.81 mm  
  32.50 MeV   4.702E-02  2.587E-05  424.70 mm    15.90 mm     4.19 mm  
  35.00 MeV   4.443E-02  2.422E-05  479.38 mm    17.70 mm     4.61 mm  
  37.50 MeV   4.214E-02  2.277E-05  537.13 mm    19.53 mm     5.04 mm  
  40.00 MeV   4.009E-02  2.149E-05  597.93 mm    21.36 mm     5.51 mm  
  45.00 MeV   3.659E-02  1.933E-05  728.46 mm    28.29 mm     6.51 mm  
  50.00 MeV   3.369E-02  1.759E-05  870.85 mm    34.79 mm     7.61 mm  
  55.00 MeV   3.126E-02  1.615E-05    1.02 m     41.11 mm     8.79 mm  
  60.00 MeV   2.918E-02  1.493E-05    1.19 m     47.37 mm    10.07 mm  
  65.00 MeV   2.738E-02  1.389E-05    1.37 m     53.64 mm    11.43 mm  
  70.00 MeV   2.581E-02  1.299E-05    1.56 m     59.95 mm    12.88 mm  
  80.00 MeV   2.319E-02  1.152E-05    1.96 m     83.43 mm    16.01 mm  
  90.00 MeV   2.109E-02  1.036E-05    2.42 m    105.26 mm    19.47 mm  
 100.00 MeV   1.937E-02  9.415E-06    2.91 m    126.56 mm    23.24 mm  
 110.00 MeV   1.793E-02  8.636E-06    3.45 m    147.73 mm    27.31 mm  
 120.00 MeV   1.671E-02  7.982E-06    4.03 m    169.01 mm    31.68 mm  
 130.00 MeV   1.565E-02  7.423E-06    4.64 m    190.50 mm    36.34 mm  
 140.00 MeV   1.473E-02  6.940E-06    5.30 m    212.26 mm    41.29 mm  
 150.00 MeV   1.392E-02  6.518E-06    6.00 m    234.32 mm    46.52 mm  
 160.00 MeV   1.321E-02  6.147E-06    6.74 m    256.72 mm    52.03 mm  
 170.00 MeV   1.257E-02  5.817E-06    7.51 m    279.46 mm    57.82 mm  
 180.00 MeV   1.199E-02  5.522E-06    8.33 m    302.54 mm    63.88 mm  
 200.00 MeV   1.100E-02  5.017E-06   10.07 m    390.64 mm    76.80 mm  
 225.00 MeV   9.988E-03  4.506E-06   12.45 m    516.83 mm    94.44 mm  
 250.00 MeV   9.161E-03  4.093E-06   15.07 m    636.14 mm   113.68 mm  
 275.00 MeV   8.472E-03  3.752E-06   17.90 m    752.95 mm   134.48 mm  
 300.00 MeV   7.889E-03  3.465E-06   20.96 m    869.15 mm   156.81 mm  
 325.00 MeV   7.388E-03  3.221E-06   24.24 m    985.72 mm   180.64 mm  
 350.00 MeV   6.954E-03  3.010E-06   27.72 m      1.10 m    205.94 mm  
 375.00 MeV   6.573E-03  2.825E-06   31.42 m      1.22 m    232.68 mm  
 400.00 MeV   6.237E-03  2.663E-06   35.32 m      1.34 m    260.84 mm  
 450.00 MeV   5.667E-03  2.391E-06   43.73 m      1.80 m    321.33 mm  
 500.00 MeV   5.204E-03  2.170E-06   52.94 m      2.22 m    387.22 mm  
 550.00 MeV   4.819E-03  1.989E-06   62.92 m      2.63 m    458.34 mm  
 600.00 MeV   4.495E-03  1.836E-06   73.67 m      3.04 m    534.53 mm  
 650.00 MeV   4.217E-03  1.706E-06   85.15 m      3.45 m    615.65 mm  
 700.00 MeV   3.976E-03  1.593E-06   97.36 m      3.86 m    701.56 mm  
 800.00 MeV   3.579E-03  1.409E-06  123.87 m      5.39 m    887.32 mm  
 900.00 MeV   3.265E-03  1.264E-06  153.12 m      6.80 m      1.09 m   
   1.00 GeV   3.011E-03  1.147E-06  185.02 m      8.17 m      1.31 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  2.2319E+01                keV / (ug/cm2) 
  2.2319E+01                MeV / (mg/cm2) 
  2.2319E+04                keV / (mg/cm2) 
  2.0022E+02                 eV / (1E15 atoms/cm2)
  8.7295E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
