 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> March 13, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/11Li(d,p)/SRIM files/12Li_900mb_CF4_95-5.txt

 Ion = Lithium [3] , Mass = 12.05378 amu

 Target Density =  2.9667E-04 g/cm3 = 4.6688E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    088.37    030.32   
      C      6    002.33    009.53   
      F      9    009.30    060.15   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  35.00 keV   1.151E-02  4.651E-03    1.93 mm   407.29 um   370.67 um  
  37.50 keV   1.197E-02  4.447E-03    2.07 mm   426.95 um   394.01 um  
  40.00 keV   1.241E-02  4.262E-03    2.21 mm   445.61 um   416.61 um  
  45.00 keV   1.326E-02  3.940E-03    2.48 mm   480.74 um   459.71 um  
  50.00 keV   1.409E-02  3.669E-03    2.75 mm   512.50 um   500.11 um  
  55.00 keV   1.489E-02  3.437E-03    3.01 mm   541.35 um   538.00 um  
  60.00 keV   1.567E-02  3.236E-03    3.26 mm   567.64 um   573.56 um  
  65.00 keV   1.643E-02  3.060E-03    3.50 mm   591.70 um   606.99 um  
  70.00 keV   1.718E-02  2.904E-03    3.74 mm   613.80 um   638.45 um  
  80.00 keV   1.863E-02  2.640E-03    4.20 mm   654.32 um   696.12 um  
  90.00 keV   2.003E-02  2.425E-03    4.64 mm   689.06 um   747.67 um  
 100.00 keV   2.139E-02  2.246E-03    5.05 mm   719.16 um   794.00 um  
 110.00 keV   2.272E-02  2.094E-03    5.45 mm   745.49 um   835.88 um  
 120.00 keV   2.403E-02  1.963E-03    5.83 mm   768.71 um   873.93 um  
 130.00 keV   2.530E-02  1.849E-03    6.19 mm   789.34 um   908.65 um  
 140.00 keV   2.656E-02  1.749E-03    6.54 mm   807.78 um   940.47 um  
 150.00 keV   2.779E-02  1.660E-03    6.87 mm   824.37 um   969.74 um  
 160.00 keV   2.901E-02  1.581E-03    7.20 mm   839.36 um   996.78 um  
 170.00 keV   3.021E-02  1.509E-03    7.51 mm   852.98 um     1.02 mm  
 180.00 keV   3.140E-02  1.445E-03    7.81 mm   865.40 um     1.05 mm  
 200.00 keV   3.374E-02  1.332E-03    8.39 mm   888.99 um     1.09 mm  
 225.00 keV   3.659E-02  1.216E-03    9.06 mm   914.52 um     1.13 mm  
 250.00 keV   3.939E-02  1.120E-03    9.69 mm   935.75 um     1.17 mm  
 275.00 keV   4.214E-02  1.039E-03   10.28 mm   953.66 um     1.21 mm  
 300.00 keV   4.485E-02  9.701E-04   10.83 mm   968.99 um     1.23 mm  
 325.00 keV   4.752E-02  9.104E-04   11.35 mm   982.24 um     1.26 mm  
 350.00 keV   5.016E-02  8.583E-04   11.85 mm   993.81 um     1.28 mm  
 375.00 keV   5.275E-02  8.122E-04   12.32 mm     1.00 mm     1.31 mm  
 400.00 keV   5.531E-02  7.713E-04   12.77 mm     1.01 mm     1.32 mm  
 450.00 keV   6.030E-02  7.015E-04   13.62 mm     1.03 mm     1.36 mm  
 500.00 keV   6.511E-02  6.442E-04   14.40 mm     1.05 mm     1.39 mm  
 550.00 keV   6.973E-02  5.962E-04   15.13 mm     1.06 mm     1.41 mm  
 600.00 keV   7.415E-02  5.553E-04   15.82 mm     1.07 mm     1.43 mm  
 650.00 keV   7.834E-02  5.201E-04   16.46 mm     1.08 mm     1.45 mm  
 700.00 keV   8.231E-02  4.894E-04   17.08 mm     1.09 mm     1.46 mm  
 800.00 keV   8.954E-02  4.384E-04   18.23 mm     1.11 mm     1.49 mm  
 900.00 keV   9.585E-02  3.976E-04   19.30 mm     1.13 mm     1.51 mm  
   1.00 MeV   1.013E-01  3.643E-04   20.31 mm     1.14 mm     1.53 mm  
   1.10 MeV   1.059E-01  3.364E-04   21.27 mm     1.15 mm     1.55 mm  
   1.20 MeV   1.097E-01  3.128E-04   22.19 mm     1.16 mm     1.56 mm  
   1.30 MeV   1.130E-01  2.925E-04   23.08 mm     1.17 mm     1.57 mm  
   1.40 MeV   1.157E-01  2.748E-04   23.95 mm     1.18 mm     1.59 mm  
   1.50 MeV   1.179E-01  2.593E-04   24.81 mm     1.19 mm     1.60 mm  
   1.60 MeV   1.197E-01  2.455E-04   25.65 mm     1.20 mm     1.61 mm  
   1.70 MeV   1.212E-01  2.332E-04   26.47 mm     1.21 mm     1.62 mm  
   1.80 MeV   1.224E-01  2.222E-04   27.29 mm     1.22 mm     1.62 mm  
   2.00 MeV   1.240E-01  2.032E-04   28.91 mm     1.24 mm     1.64 mm  
   2.25 MeV   1.251E-01  1.838E-04   30.91 mm     1.28 mm     1.66 mm  
   2.50 MeV   1.252E-01  1.679E-04   32.90 mm     1.31 mm     1.67 mm  
   2.75 MeV   1.248E-01  1.548E-04   34.90 mm     1.35 mm     1.69 mm  
   3.00 MeV   1.239E-01  1.436E-04   36.90 mm     1.38 mm     1.70 mm  
   3.25 MeV   1.227E-01  1.341E-04   38.93 mm     1.41 mm     1.72 mm  
   3.50 MeV   1.213E-01  1.258E-04   40.97 mm     1.44 mm     1.73 mm  
   3.75 MeV   1.197E-01  1.185E-04   43.05 mm     1.48 mm     1.74 mm  
   4.00 MeV   1.179E-01  1.121E-04   45.15 mm     1.51 mm     1.76 mm  
   4.50 MeV   1.142E-01  1.012E-04   49.45 mm     1.63 mm     1.78 mm  
   5.00 MeV   1.104E-01  9.237E-05   53.90 mm     1.75 mm     1.80 mm  
   5.50 MeV   1.066E-01  8.502E-05   58.50 mm     1.88 mm     1.83 mm  
   6.00 MeV   1.029E-01  7.881E-05   63.27 mm     2.00 mm     1.85 mm  
   6.50 MeV   9.931E-02  7.349E-05   68.22 mm     2.12 mm     1.88 mm  
   7.00 MeV   9.589E-02  6.888E-05   73.34 mm     2.25 mm     1.90 mm  
   8.00 MeV   8.955E-02  6.128E-05   84.12 mm     2.72 mm     1.96 mm  
   9.00 MeV   8.388E-02  5.526E-05   95.65 mm     3.18 mm     2.01 mm  
  10.00 MeV   7.881E-02  5.037E-05  107.95 mm     3.63 mm     2.07 mm  
  11.00 MeV   7.427E-02  4.631E-05  121.01 mm     4.08 mm     2.14 mm  
  12.00 MeV   7.021E-02  4.289E-05  134.85 mm     4.54 mm     2.21 mm  
  13.00 MeV   6.656E-02  3.996E-05  149.48 mm     4.99 mm     2.28 mm  
  14.00 MeV   6.326E-02  3.743E-05  164.88 mm     5.46 mm     2.36 mm  
  15.00 MeV   6.028E-02  3.521E-05  181.07 mm     5.93 mm     2.45 mm  
  16.00 MeV   5.756E-02  3.325E-05  198.04 mm     6.40 mm     2.54 mm  
  17.00 MeV   5.508E-02  3.151E-05  215.79 mm     6.89 mm     2.64 mm  
  18.00 MeV   5.281E-02  2.995E-05  234.32 mm     7.38 mm     2.75 mm  
  20.00 MeV   4.880E-02  2.727E-05  273.71 mm     9.26 mm     2.97 mm  
  22.50 MeV   4.459E-02  2.456E-05  327.29 mm    11.99 mm     3.29 mm  
  25.00 MeV   4.122E-02  2.236E-05  385.60 mm    14.57 mm     3.65 mm  
  27.50 MeV   3.831E-02  2.053E-05  448.51 mm    17.10 mm     4.05 mm  
  30.00 MeV   3.563E-02  1.899E-05  516.17 mm    19.62 mm     4.48 mm  
  32.50 MeV   3.348E-02  1.768E-05  588.54 mm    22.15 mm     4.94 mm  
  35.00 MeV   3.160E-02  1.655E-05  665.38 mm    24.70 mm     5.44 mm  
  37.50 MeV   2.993E-02  1.555E-05  746.64 mm    27.28 mm     5.98 mm  
  40.00 MeV   2.845E-02  1.468E-05  832.28 mm    29.87 mm     6.54 mm  
  45.00 MeV   2.592E-02  1.320E-05    1.02 m     39.69 mm     7.76 mm  
  50.00 MeV   2.383E-02  1.201E-05    1.22 m     48.89 mm     9.10 mm  
  55.00 MeV   2.208E-02  1.102E-05    1.44 m     57.86 mm    10.56 mm  
  60.00 MeV   2.059E-02  1.019E-05    1.67 m     66.76 mm    12.12 mm  
  65.00 MeV   1.930E-02  9.482E-06    1.92 m     75.67 mm    13.80 mm  
  70.00 MeV   1.818E-02  8.868E-06    2.19 m     84.64 mm    15.58 mm  
  80.00 MeV   1.631E-02  7.860E-06    2.77 m    118.10 mm    19.44 mm  
  90.00 MeV   1.481E-02  7.065E-06    3.41 m    149.25 mm    23.71 mm  
 100.00 MeV   1.359E-02  6.422E-06    4.12 m    179.64 mm    28.37 mm  
 110.00 MeV   1.257E-02  5.890E-06    4.88 m    209.90 mm    33.42 mm  
 120.00 MeV   1.170E-02  5.442E-06    5.71 m    240.32 mm    38.84 mm  
 130.00 MeV   1.095E-02  5.061E-06    6.59 m    271.06 mm    44.63 mm  
 140.00 MeV   1.030E-02  4.731E-06    7.53 m    302.21 mm    50.78 mm  
 150.00 MeV   9.733E-03  4.443E-06    8.53 m    333.82 mm    57.29 mm  
 160.00 MeV   9.228E-03  4.190E-06    9.58 m    365.91 mm    64.15 mm  
 170.00 MeV   8.777E-03  3.965E-06   10.69 m    398.50 mm    71.36 mm  
 180.00 MeV   8.371E-03  3.763E-06   11.86 m    431.60 mm    78.92 mm  
 200.00 MeV   7.672E-03  3.419E-06   14.36 m    558.15 mm    95.06 mm  
 225.00 MeV   6.959E-03  3.070E-06   17.78 m    739.49 mm   117.10 mm  
 250.00 MeV   6.378E-03  2.788E-06   21.53 m    911.02 mm   141.17 mm  
 275.00 MeV   5.895E-03  2.556E-06   25.61 m      1.08 m    167.23 mm  
 300.00 MeV   5.486E-03  2.360E-06   30.00 m      1.25 m    195.24 mm  
 325.00 MeV   5.136E-03  2.193E-06   34.71 m      1.41 m    225.14 mm  
 350.00 MeV   4.831E-03  2.049E-06   39.73 m      1.58 m    256.91 mm  
 375.00 MeV   4.565E-03  1.924E-06   45.05 m      1.75 m    290.52 mm  
 400.00 MeV   4.330E-03  1.813E-06   50.68 m      1.93 m    325.92 mm  
 450.00 MeV   3.932E-03  1.627E-06   62.79 m      2.58 m    402.05 mm  
 500.00 MeV   3.608E-03  1.477E-06   76.07 m      3.19 m    485.04 mm  
 550.00 MeV   3.340E-03  1.353E-06   90.47 m      3.79 m    574.68 mm  
 600.00 MeV   3.114E-03  1.249E-06  105.98 m      4.38 m    670.79 mm  
 650.00 MeV   2.920E-03  1.160E-06  122.56 m      4.97 m    773.18 mm  
 700.00 MeV   2.752E-03  1.084E-06  140.19 m      5.57 m    881.67 mm  
 800.00 MeV   2.476E-03  9.584E-07  178.51 m      7.78 m      1.12 m   
 900.00 MeV   2.258E-03  8.598E-07  220.81 m      9.82 m      1.37 m   
   1.00 GeV   2.081E-03  7.801E-07  266.94 m     11.80 m      1.65 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  3.3709E+01                keV / (ug/cm2) 
  3.3709E+01                MeV / (mg/cm2) 
  3.3709E+04                keV / (mg/cm2) 
  2.1419E+02                 eV / (1E15 atoms/cm2)
  1.1325E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
