 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> July 25, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/11Li(d,p)/SRIM files/9He_silicon.txt

 Ion = Helium [2] , Mass = 9.043946 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = -4.31%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   5.50 MeV   2.135E+02  2.225E-01   20.49 um     7695 A      6880 A   
   6.00 MeV   2.037E+02  2.064E-01   22.89 um     8485 A      7275 A   
   6.50 MeV   1.950E+02  1.926E-01   25.39 um     9275 A      7689 A   
   7.00 MeV   1.871E+02  1.806E-01   28.01 um     1.01 um     8121 A   
   8.00 MeV   1.734E+02  1.607E-01   33.55 um     1.29 um     9042 A   
   9.00 MeV   1.619E+02  1.451E-01   39.51 um     1.56 um     1.00 um  
  10.00 MeV   1.521E+02  1.323E-01   45.87 um     1.81 um     1.11 um  
  11.00 MeV   1.437E+02  1.217E-01   52.63 um     2.06 um     1.22 um  
  12.00 MeV   1.363E+02  1.128E-01   59.76 um     2.31 um     1.34 um  
  13.00 MeV   1.298E+02  1.051E-01   67.27 um     2.56 um     1.47 um  
  14.00 MeV   1.240E+02  9.847E-02   75.14 um     2.81 um     1.60 um  
  15.00 MeV   1.188E+02  9.267E-02   83.38 um     3.06 um     1.73 um  
  16.00 MeV   1.140E+02  8.754E-02   91.96 um     3.31 um     1.87 um  
  17.00 MeV   1.098E+02  8.298E-02  100.89 um     3.56 um     2.02 um  
  18.00 MeV   1.058E+02  7.890E-02  110.15 um     3.81 um     2.17 um  
  20.00 MeV   9.823E+01  7.188E-02  129.75 um     4.75 um     2.49 um  
  22.50 MeV   8.950E+01  6.475E-02  156.39 um     6.11 um     2.92 um  
  25.00 MeV   8.322E+01  5.897E-02  185.33 um     7.40 um     3.38 um  
  27.50 MeV   7.785E+01  5.418E-02  216.36 um     8.65 um     3.87 um  
  30.00 MeV   7.320E+01  5.015E-02  249.45 um     9.88 um     4.39 um  
  32.50 MeV   6.914E+01  4.670E-02  284.56 um    11.11 um     4.95 um  
  35.00 MeV   6.556E+01  4.371E-02  321.66 um    12.34 um     5.52 um  
  37.50 MeV   6.236E+01  4.110E-02  360.72 um    13.58 um     6.13 um  
  40.00 MeV   5.950E+01  3.880E-02  401.72 um    14.83 um     6.77 um  
  45.00 MeV   5.458E+01  3.492E-02  489.40 um    19.44 um     8.11 um  
  50.00 MeV   5.049E+01  3.177E-02  584.58 um    23.77 um     9.56 um  
  55.00 MeV   4.703E+01  2.917E-02  687.12 um    27.97 um    11.11 um  
  60.00 MeV   4.406E+01  2.698E-02  796.89 um    32.12 um    12.76 um  
  65.00 MeV   4.148E+01  2.511E-02  913.78 um    36.26 um    14.51 um  
  70.00 MeV   3.921E+01  2.349E-02    1.04 mm    40.42 um    16.35 um  
  80.00 MeV   3.542E+01  2.083E-02    1.31 mm    55.71 um    20.31 um  
  90.00 MeV   3.236E+01  1.873E-02    1.60 mm    69.91 um    24.63 um  
 100.00 MeV   2.984E+01  1.703E-02    1.92 mm    83.71 um    29.30 um  
 110.00 MeV   2.771E+01  1.562E-02    2.27 mm    97.41 um    34.31 um  
 120.00 MeV   2.590E+01  1.444E-02    2.64 mm   111.14 um    39.66 um  
 130.00 MeV   2.434E+01  1.343E-02    3.04 mm   124.97 um    45.33 um  
 140.00 MeV   2.297E+01  1.256E-02    3.46 mm   138.95 um    51.33 um  
 150.00 MeV   2.176E+01  1.180E-02    3.91 mm   153.10 um    57.65 um  
 160.00 MeV   2.069E+01  1.113E-02    4.38 mm   167.44 um    64.28 um  
 170.00 MeV   1.973E+01  1.053E-02    4.88 mm   181.98 um    71.21 um  
 180.00 MeV   1.886E+01  9.997E-03    5.39 mm   196.72 um    78.45 um  
 200.00 MeV   1.736E+01  9.084E-03    6.50 mm   252.24 um    93.82 um  
 225.00 MeV   1.582E+01  8.160E-03    8.01 mm   331.57 um   114.67 um  
 250.00 MeV   1.456E+01  7.413E-03    9.65 mm   406.48 um   137.28 um  
 275.00 MeV   1.351E+01  6.796E-03   11.44 mm   479.66 um   161.60 um  
 300.00 MeV   1.262E+01  6.278E-03   13.35 mm   552.30 um   187.59 um  
 325.00 MeV   1.185E+01  5.835E-03   15.39 mm   625.02 um   215.21 um  
