 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 02, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/11Li(d,p)/SRIM files/10Li_900mb_CF4_95-05.txt

 Ion = Lithium [3] , Mass = 10.03548 amu

 Target Density =  2.9667E-04 g/cm3 = 4.6690E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    088.37    030.32   
      C      6    002.33    009.53   
      F      9    009.30    060.15   
 ====================================
 Bragg Correction = -4.14%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  35.00 keV   1.223E-02  4.027E-03    1.97 mm   427.33 um   399.23 um  
  37.50 keV   1.272E-02  3.847E-03    2.11 mm   446.64 um   422.86 um  
  40.00 keV   1.320E-02  3.684E-03    2.24 mm   464.86 um   445.62 um  
  45.00 keV   1.413E-02  3.402E-03    2.51 mm   498.89 um   488.68 um  
  50.00 keV   1.503E-02  3.164E-03    2.77 mm   529.39 um   528.66 um  
  55.00 keV   1.591E-02  2.962E-03    3.02 mm   556.87 um   565.84 um  
  60.00 keV   1.676E-02  2.786E-03    3.26 mm   581.75 um   600.48 um  
  65.00 keV   1.760E-02  2.633E-03    3.50 mm   604.37 um   632.82 um  
  70.00 keV   1.841E-02  2.497E-03    3.73 mm   625.02 um   663.07 um  
  80.00 keV   2.000E-02  2.268E-03    4.17 mm   662.56 um   718.07 um  
  90.00 keV   2.155E-02  2.081E-03    4.58 mm   694.46 um   766.77 um  
 100.00 keV   2.305E-02  1.926E-03    4.97 mm   721.89 um   810.20 um  
 110.00 keV   2.452E-02  1.794E-03    5.35 mm   745.72 um   849.18 um  
 120.00 keV   2.596E-02  1.681E-03    5.70 mm   766.62 um   884.37 um  
 130.00 keV   2.737E-02  1.582E-03    6.05 mm   785.09 um   916.32 um  
 140.00 keV   2.876E-02  1.496E-03    6.37 mm   801.52 um   945.45 um  
 150.00 keV   3.013E-02  1.419E-03    6.69 mm   816.24 um   972.14 um  
 160.00 keV   3.148E-02  1.351E-03    6.99 mm   829.49 um   996.68 um  
 170.00 keV   3.282E-02  1.290E-03    7.28 mm   841.49 um     1.02 mm  
 180.00 keV   3.413E-02  1.234E-03    7.56 mm   852.40 um     1.04 mm  
 200.00 keV   3.673E-02  1.137E-03    8.09 mm   873.01 um     1.08 mm  
 225.00 keV   3.992E-02  1.037E-03    8.72 mm   895.21 um     1.12 mm  
 250.00 keV   4.304E-02  9.548E-04    9.29 mm   913.57 um     1.15 mm  
 275.00 keV   4.612E-02  8.856E-04    9.84 mm   928.99 um     1.18 mm  
 300.00 keV   4.914E-02  8.264E-04   10.34 mm   942.14 um     1.21 mm  
 325.00 keV   5.211E-02  7.753E-04   10.82 mm   953.47 um     1.23 mm  
 350.00 keV   5.503E-02  7.307E-04   11.28 mm   963.34 um     1.25 mm  
 375.00 keV   5.788E-02  6.913E-04   11.71 mm   972.01 um     1.27 mm  
 400.00 keV   6.068E-02  6.563E-04   12.12 mm   979.71 um     1.29 mm  
 450.00 keV   6.608E-02  5.966E-04   12.90 mm   995.72 um     1.32 mm  
 500.00 keV   7.119E-02  5.476E-04   13.61 mm     1.01 mm     1.34 mm  
 550.00 keV   7.600E-02  5.066E-04   14.28 mm     1.02 mm     1.36 mm  
 600.00 keV   8.050E-02  4.717E-04   14.92 mm     1.03 mm     1.38 mm  
 650.00 keV   8.467E-02  4.417E-04   15.51 mm     1.04 mm     1.39 mm  
 700.00 keV   8.852E-02  4.155E-04   16.09 mm     1.05 mm     1.41 mm  
 800.00 keV   9.529E-02  3.720E-04   17.16 mm     1.06 mm     1.43 mm  
 900.00 keV   1.009E-01  3.373E-04   18.18 mm     1.08 mm     1.45 mm  
   1.00 MeV   1.055E-01  3.089E-04   19.14 mm     1.09 mm     1.47 mm  
   1.10 MeV   1.092E-01  2.852E-04   20.07 mm     1.10 mm     1.48 mm  
   1.20 MeV   1.121E-01  2.651E-04   20.97 mm     1.11 mm     1.49 mm  
   1.30 MeV   1.145E-01  2.478E-04   21.84 mm     1.12 mm     1.51 mm  
   1.40 MeV   1.164E-01  2.328E-04   22.71 mm     1.13 mm     1.52 mm  
   1.50 MeV   1.178E-01  2.196E-04   23.56 mm     1.14 mm     1.53 mm  
   1.60 MeV   1.189E-01  2.079E-04   24.40 mm     1.15 mm     1.54 mm  
   1.70 MeV   1.197E-01  1.975E-04   25.24 mm     1.16 mm     1.55 mm  
   1.80 MeV   1.203E-01  1.881E-04   26.07 mm     1.17 mm     1.55 mm  
   2.00 MeV   1.208E-01  1.720E-04   27.72 mm     1.19 mm     1.57 mm  
   2.25 MeV   1.207E-01  1.555E-04   29.78 mm     1.23 mm     1.59 mm  
   2.50 MeV   1.199E-01  1.421E-04   31.86 mm     1.27 mm     1.60 mm  
   2.75 MeV   1.187E-01  1.309E-04   33.95 mm     1.31 mm     1.62 mm  
   3.00 MeV   1.172E-01  1.215E-04   36.07 mm     1.35 mm     1.64 mm  
   3.25 MeV   1.154E-01  1.134E-04   38.21 mm     1.38 mm     1.65 mm  
   3.50 MeV   1.136E-01  1.063E-04   40.39 mm     1.42 mm     1.66 mm  
   3.75 MeV   1.116E-01  1.002E-04   42.61 mm     1.46 mm     1.68 mm  
   4.00 MeV   1.096E-01  9.472E-05   44.87 mm     1.50 mm     1.69 mm  
   4.50 MeV   1.055E-01  8.551E-05   49.51 mm     1.64 mm     1.72 mm  
   5.00 MeV   1.014E-01  7.802E-05   54.34 mm     1.78 mm     1.75 mm  
   5.50 MeV   9.748E-02  7.180E-05   59.37 mm     1.92 mm     1.78 mm  
   6.00 MeV   9.370E-02  6.655E-05   64.60 mm     2.07 mm     1.80 mm  
   6.50 MeV   9.010E-02  6.205E-05   70.03 mm     2.21 mm     1.83 mm  
   7.00 MeV   8.669E-02  5.815E-05   75.69 mm     2.36 mm     1.86 mm  
   8.00 MeV   8.045E-02  5.172E-05   87.66 mm     2.91 mm     1.93 mm  
   9.00 MeV   7.494E-02  4.663E-05  100.53 mm     3.44 mm     2.00 mm  
  10.00 MeV   7.008E-02  4.250E-05  114.32 mm     3.97 mm     2.07 mm  
  11.00 MeV   6.578E-02  3.907E-05  129.04 mm     4.49 mm     2.16 mm  
  12.00 MeV   6.196E-02  3.618E-05  144.70 mm     5.01 mm     2.25 mm  
  13.00 MeV   5.856E-02  3.370E-05  161.30 mm     5.55 mm     2.34 mm  
  14.00 MeV   5.551E-02  3.156E-05  178.83 mm     6.08 mm     2.45 mm  
  15.00 MeV   5.277E-02  2.969E-05  197.30 mm     6.63 mm     2.56 mm  
  16.00 MeV   5.029E-02  2.803E-05  216.70 mm     7.19 mm     2.68 mm  
  17.00 MeV   4.803E-02  2.656E-05  237.04 mm     7.75 mm     2.81 mm  
  18.00 MeV   4.598E-02  2.525E-05  258.31 mm     8.33 mm     2.95 mm  
  20.00 MeV   4.237E-02  2.299E-05  303.61 mm    10.53 mm     3.25 mm  
  22.50 MeV   3.886E-02  2.069E-05  365.21 mm    13.70 mm     3.66 mm  
  25.00 MeV   3.560E-02  1.884E-05  432.41 mm    16.70 mm     4.13 mm  
  27.50 MeV   3.306E-02  1.730E-05  505.27 mm    19.65 mm     4.64 mm  
  30.00 MeV   3.089E-02  1.600E-05  583.48 mm    22.58 mm     5.19 mm  
  32.50 MeV   2.900E-02  1.489E-05  666.99 mm    25.52 mm     5.79 mm  
  35.00 MeV   2.736E-02  1.394E-05  755.72 mm    28.47 mm     6.43 mm  
  37.50 MeV   2.590E-02  1.310E-05  849.61 mm    31.45 mm     7.11 mm  
  40.00 MeV   2.460E-02  1.236E-05  948.62 mm    34.47 mm     7.83 mm  
  45.00 MeV   2.239E-02  1.112E-05    1.16 m     45.85 mm     9.38 mm  
  50.00 MeV   2.057E-02  1.011E-05    1.39 m     56.54 mm    11.07 mm  
  55.00 MeV   1.905E-02  9.279E-06    1.65 m     66.96 mm    12.91 mm  
  60.00 MeV   1.775E-02  8.578E-06    1.92 m     77.30 mm    14.89 mm  
  65.00 MeV   1.664E-02  7.980E-06    2.21 m     87.66 mm    17.00 mm  
  70.00 MeV   1.566E-02  7.463E-06    2.52 m     98.09 mm    19.25 mm  
  80.00 MeV   1.404E-02  6.613E-06    3.19 m    137.02 mm    24.13 mm  
  90.00 MeV   1.275E-02  5.944E-06    3.94 m    173.26 mm    29.51 mm  
 100.00 MeV   1.169E-02  5.402E-06    4.76 m    208.64 mm    35.39 mm  
 110.00 MeV   1.081E-02  4.954E-06    5.65 m    243.88 mm    41.76 mm  
 120.00 MeV   1.006E-02  4.578E-06    6.61 m    279.31 mm    48.60 mm  
 130.00 MeV   9.416E-03  4.256E-06    7.64 m    315.12 mm    55.91 mm  
 140.00 MeV   8.856E-03  3.979E-06    8.73 m    351.42 mm    63.68 mm  
 150.00 MeV   8.365E-03  3.736E-06    9.89 m    388.25 mm    71.90 mm  
 160.00 MeV   7.930E-03  3.523E-06   11.12 m    425.66 mm    80.57 mm  
 170.00 MeV   7.542E-03  3.334E-06   12.41 m    463.64 mm    89.68 mm  
 180.00 MeV   7.193E-03  3.164E-06   13.77 m    502.22 mm    99.22 mm  
 200.00 MeV   6.593E-03  2.874E-06   16.67 m    649.60 mm   119.60 mm  
 225.00 MeV   5.981E-03  2.581E-06   20.66 m    860.72 mm   147.44 mm  
 250.00 MeV   5.482E-03  2.344E-06   25.02 m      1.06 m    177.85 mm  
 275.00 MeV   5.068E-03  2.148E-06   29.76 m      1.26 m    210.75 mm  
 300.00 MeV   4.717E-03  1.983E-06   34.88 m      1.45 m    246.09 mm  
 325.00 MeV   4.417E-03  1.843E-06   40.35 m      1.65 m    283.82 mm  
 350.00 MeV   4.157E-03  1.722E-06   46.19 m      1.84 m    323.89 mm  
 375.00 MeV   3.929E-03  1.616E-06   52.37 m      2.04 m    366.25 mm  
 400.00 MeV   3.727E-03  1.523E-06   58.90 m      2.24 m    410.87 mm  
 450.00 MeV   3.388E-03  1.367E-06   72.98 m      3.00 m    506.72 mm  
 500.00 MeV   3.111E-03  1.241E-06   88.38 m      3.71 m    611.11 mm  
 550.00 MeV   2.882E-03  1.137E-06  105.07 m      4.40 m    723.74 mm  
 600.00 MeV   2.689E-03  1.049E-06  123.03 m      5.09 m    844.36 mm  
 650.00 MeV   2.524E-03  9.747E-07  142.22 m      5.77 m    972.70 mm  
 700.00 MeV   2.381E-03  9.104E-07  162.62 m      6.45 m      1.11 m   
 800.00 MeV   2.146E-03  8.049E-07  206.86 m      9.00 m      1.40 m   
 900.00 MeV   1.960E-03  7.220E-07  255.62 m     11.35 m      1.72 m   
   1.00 GeV   1.810E-03  6.550E-07  308.71 m     13.62 m      2.07 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  3.3709E+01                keV / (ug/cm2) 
  3.3709E+01                MeV / (mg/cm2) 
  3.3709E+04                keV / (mg/cm2) 
  2.1418E+02                 eV / (1E15 atoms/cm2)
  1.1873E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
