 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 23, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/11Li(d,p)/SRIM files/7Li_900mb_CF4_90-10.txt

 Ion = Lithium [3] , Mass = 7.016 amu

 Target Density =  4.4807E-04 g/cm3 = 5.8466E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    078.26    017.09   
      C      6    004.35    011.32   
      F      9    017.39    071.59   
 ====================================
 Bragg Correction = -4.14%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  35.00 keV   2.471E-02  6.216E-03    1.06 mm   261.23 um   250.13 um  
  37.50 keV   2.569E-02  5.942E-03    1.13 mm   271.86 um   263.35 um  
  40.00 keV   2.665E-02  5.695E-03    1.20 mm   281.84 um   276.02 um  
  45.00 keV   2.851E-02  5.264E-03    1.33 mm   300.31 um   299.83 um  
  50.00 keV   3.031E-02  4.902E-03    1.47 mm   316.78 um   321.75 um  
  55.00 keV   3.205E-02  4.591E-03    1.59 mm   331.55 um   342.02 um  
  60.00 keV   3.375E-02  4.323E-03    1.72 mm   344.88 um   360.79 um  
  65.00 keV   3.540E-02  4.087E-03    1.84 mm   356.95 um   378.25 um  
  70.00 keV   3.702E-02  3.879E-03    1.95 mm   367.95 um   394.52 um  
  80.00 keV   4.015E-02  3.526E-03    2.17 mm   387.75 um   423.99 um  
  90.00 keV   4.317E-02  3.238E-03    2.38 mm   404.55 um   449.97 um  
 100.00 keV   4.609E-02  2.998E-03    2.58 mm   418.98 um   473.08 um  
 110.00 keV   4.892E-02  2.795E-03    2.77 mm   431.52 um   493.79 um  
 120.00 keV   5.169E-02  2.620E-03    2.95 mm   442.52 um   512.48 um  
 130.00 keV   5.440E-02  2.468E-03    3.12 mm   452.25 um   529.43 um  
 140.00 keV   5.705E-02  2.334E-03    3.29 mm   460.92 um   544.90 um  
 150.00 keV   5.966E-02  2.215E-03    3.45 mm   468.70 um   559.07 um  
 160.00 keV   6.223E-02  2.109E-03    3.60 mm   475.71 um   572.11 um  
 170.00 keV   6.477E-02  2.014E-03    3.75 mm   482.06 um   584.16 um  
 180.00 keV   6.728E-02  1.928E-03    3.89 mm   487.84 um   595.32 um  
 200.00 keV   7.221E-02  1.777E-03    4.16 mm   498.67 um   615.37 um  
 225.00 keV   7.821E-02  1.622E-03    4.48 mm   510.30 um   636.91 um  
 250.00 keV   8.405E-02  1.494E-03    4.78 mm   519.96 um   655.38 um  
 275.00 keV   8.970E-02  1.386E-03    5.06 mm   528.13 um   671.42 um  
 300.00 keV   9.516E-02  1.294E-03    5.32 mm   535.12 um   685.48 um  
 325.00 keV   1.004E-01  1.214E-03    5.57 mm   541.19 um   697.95 um  
 350.00 keV   1.055E-01  1.145E-03    5.80 mm   546.51 um   709.10 um  
 375.00 keV   1.103E-01  1.083E-03    6.03 mm   551.23 um   719.14 um  
 400.00 keV   1.150E-01  1.028E-03    6.25 mm   555.46 um   728.24 um  
 450.00 keV   1.236E-01  9.353E-04    6.66 mm   564.19 um   744.19 um  
 500.00 keV   1.314E-01  8.588E-04    7.04 mm   571.53 um   757.77 um  
 550.00 keV   1.383E-01  7.947E-04    7.41 mm   577.83 um   769.56 um  
 600.00 keV   1.445E-01  7.402E-04    7.76 mm   583.37 um   779.95 um  
 650.00 keV   1.499E-01  6.932E-04    8.09 mm   588.30 um   789.24 um  
 700.00 keV   1.547E-01  6.523E-04    8.42 mm   592.76 um   797.64 um  
 800.00 keV   1.627E-01  5.842E-04    9.04 mm   603.84 um   812.38 um  
 900.00 keV   1.687E-01  5.299E-04    9.64 mm   613.56 um   825.07 um  
   1.00 MeV   1.733E-01  4.854E-04   10.22 mm   622.32 um   836.27 um  
   1.10 MeV   1.768E-01  4.482E-04   10.79 mm   630.40 um   846.35 um  
   1.20 MeV   1.794E-01  4.167E-04   11.35 mm   637.96 um   855.56 um  
   1.30 MeV   1.812E-01  3.897E-04   11.90 mm   645.12 um   864.10 um  
   1.40 MeV   1.824E-01  3.661E-04   12.45 mm   651.99 um   872.08 um  
   1.50 MeV   1.832E-01  3.454E-04   12.99 mm   658.61 um   879.61 um  
   1.60 MeV   1.835E-01  3.271E-04   13.54 mm   665.06 um   886.77 um  
   1.70 MeV   1.835E-01  3.107E-04   14.08 mm   671.36 um   893.63 um  
   1.80 MeV   1.832E-01  2.960E-04   14.62 mm   677.55 um   900.23 um  
   2.00 MeV   1.820E-01  2.706E-04   15.72 mm   698.26 um   912.81 um  
   2.25 MeV   1.795E-01  2.448E-04   17.10 mm   728.83 um   927.68 um  
   2.50 MeV   1.764E-01  2.237E-04   18.50 mm   758.88 um   941.90 um  
   2.75 MeV   1.728E-01  2.061E-04   19.93 mm   788.73 um   955.71 um  
   3.00 MeV   1.689E-01  1.913E-04   21.39 mm   818.61 um   969.27 um  
   3.25 MeV   1.650E-01  1.786E-04   22.88 mm   848.66 um   982.70 um  
   3.50 MeV   1.609E-01  1.675E-04   24.41 mm   879.02 um   996.11 um  
   3.75 MeV   1.569E-01  1.578E-04   25.98 mm   909.77 um     1.01 mm  
   4.00 MeV   1.529E-01  1.492E-04   27.59 mm   940.98 um     1.02 mm  
   4.50 MeV   1.452E-01  1.348E-04   30.95 mm     1.06 mm     1.05 mm  
   5.00 MeV   1.379E-01  1.230E-04   34.48 mm     1.18 mm     1.08 mm  
   5.50 MeV   1.311E-01  1.132E-04   38.19 mm     1.29 mm     1.11 mm  
   6.00 MeV   1.248E-01  1.049E-04   42.10 mm     1.41 mm     1.14 mm  
   6.50 MeV   1.190E-01  9.784E-05   46.20 mm     1.53 mm     1.17 mm  
   7.00 MeV   1.136E-01  9.170E-05   50.49 mm     1.65 mm     1.21 mm  
   8.00 MeV   1.041E-01  8.157E-05   59.68 mm     2.11 mm     1.29 mm  
   9.00 MeV   9.604E-02  7.356E-05   69.67 mm     2.55 mm     1.37 mm  
  10.00 MeV   8.911E-02  6.704E-05   80.48 mm     2.99 mm     1.46 mm  
  11.00 MeV   8.310E-02  6.164E-05   92.09 mm     3.42 mm     1.56 mm  
  12.00 MeV   7.786E-02  5.709E-05  104.51 mm     3.86 mm     1.68 mm  
  13.00 MeV   7.326E-02  5.319E-05  117.75 mm     4.30 mm     1.80 mm  
  14.00 MeV   6.918E-02  4.981E-05  131.78 mm     4.75 mm     1.93 mm  
  15.00 MeV   6.597E-02  4.686E-05  146.58 mm     5.20 mm     2.07 mm  
  16.00 MeV   6.279E-02  4.425E-05  162.10 mm     5.66 mm     2.21 mm  
  17.00 MeV   5.969E-02  4.193E-05  178.43 mm     6.13 mm     2.37 mm  
  18.00 MeV   5.716E-02  3.986E-05  195.53 mm     6.60 mm     2.54 mm  
  20.00 MeV   5.275E-02  3.629E-05  231.94 mm     8.40 mm     2.89 mm  
  22.50 MeV   4.819E-02  3.268E-05  281.50 mm    10.98 mm     3.38 mm  
  25.00 MeV   4.441E-02  2.975E-05  335.52 mm    13.41 mm     3.92 mm  
  27.50 MeV   4.123E-02  2.732E-05  393.91 mm    15.79 mm     4.50 mm  
  30.00 MeV   3.851E-02  2.528E-05  456.63 mm    18.15 mm     5.13 mm  
  32.50 MeV   3.615E-02  2.353E-05  523.60 mm    20.51 mm     5.80 mm  
  35.00 MeV   3.409E-02  2.202E-05  594.77 mm    22.90 mm     6.51 mm  
  37.50 MeV   3.228E-02  2.069E-05  670.09 mm    25.30 mm     7.26 mm  
  40.00 MeV   3.066E-02  1.953E-05  749.52 mm    27.73 mm     8.05 mm  
  45.00 MeV   2.790E-02  1.757E-05  920.42 mm    36.89 mm     9.76 mm  
  50.00 MeV   2.564E-02  1.598E-05    1.11 m     45.48 mm    11.61 mm  
  55.00 MeV   2.374E-02  1.467E-05    1.31 m     53.87 mm    13.62 mm  
  60.00 MeV   2.212E-02  1.356E-05    1.53 m     62.19 mm    15.77 mm  
  65.00 MeV   2.073E-02  1.261E-05    1.76 m     70.53 mm    18.06 mm  
  70.00 MeV   1.952E-02  1.180E-05    2.01 m     78.93 mm    20.50 mm  
  80.00 MeV   1.751E-02  1.046E-05    2.55 m    110.17 mm    25.79 mm  
  90.00 MeV   1.590E-02  9.398E-06    3.15 m    139.27 mm    31.62 mm  
 100.00 MeV   1.459E-02  8.542E-06    3.81 m    167.67 mm    37.99 mm  
 110.00 MeV   1.349E-02  7.835E-06    4.52 m    195.95 mm    44.87 mm  
 120.00 MeV   1.256E-02  7.239E-06    5.29 m    224.38 mm    52.25 mm  
 130.00 MeV   1.176E-02  6.732E-06    6.11 m    253.11 mm    60.14 mm  
 140.00 MeV   1.107E-02  6.293E-06    6.99 m    282.21 mm    68.51 mm  
 150.00 MeV   1.046E-02  5.910E-06    7.91 m    311.73 mm    77.37 mm  
 160.00 MeV   9.920E-03  5.573E-06    8.90 m    341.69 mm    86.70 mm  
 170.00 MeV   9.440E-03  5.273E-06    9.93 m    372.11 mm    96.50 mm  
 180.00 MeV   9.008E-03  5.006E-06   11.01 m    402.99 mm   106.76 mm  
 200.00 MeV   8.264E-03  4.547E-06   13.33 m    520.49 mm   128.64 mm  
 225.00 MeV   7.507E-03  4.083E-06   16.50 m    688.59 mm   158.48 mm  
 250.00 MeV   6.890E-03  3.709E-06   19.98 m    847.40 mm   191.00 mm  
 275.00 MeV   6.377E-03  3.399E-06   23.75 m      1.00 m    226.14 mm  
 300.00 MeV   5.944E-03  3.139E-06   27.81 m      1.16 m    263.80 mm  
 325.00 MeV   5.574E-03  2.917E-06   32.15 m      1.31 m    303.94 mm  
 350.00 MeV   5.252E-03  2.725E-06   36.77 m      1.47 m    346.48 mm  
 375.00 MeV   4.971E-03  2.558E-06   41.66 m      1.62 m    391.38 mm  
 400.00 MeV   4.722E-03  2.411E-06   46.82 m      1.78 m    438.57 mm  
 450.00 MeV   4.303E-03  2.164E-06   57.91 m      2.38 m    539.66 mm  
 500.00 MeV   3.963E-03  1.964E-06   70.01 m      2.93 m    649.35 mm  
 550.00 MeV   3.681E-03  1.800E-06   83.10 m      3.47 m    767.25 mm  
 600.00 MeV   3.444E-03  1.661E-06   97.14 m      4.01 m    893.04 mm  
 650.00 MeV   3.241E-03  1.543E-06  112.11 m      4.54 m      1.03 m   
 700.00 MeV   3.065E-03  1.441E-06  127.97 m      5.07 m      1.17 m   
 800.00 MeV   2.777E-03  1.274E-06  162.24 m      7.02 m      1.47 m   
 900.00 MeV   2.549E-03  1.143E-06  199.83 m      8.82 m      1.80 m   
   1.00 GeV   2.365E-03  1.037E-06  240.54 m     10.54 m      2.15 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  2.2319E+01                keV / (ug/cm2) 
  2.2319E+01                MeV / (mg/cm2) 
  2.2319E+04                keV / (mg/cm2) 
  1.7104E+02                 eV / (1E15 atoms/cm2)
  8.5367E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
