 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> March 20, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/11Li(d,p)/SRIM files/proton_700mb_CF4_90-10.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  3.4850E-04 g/cm3 = 3.8846E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    078.26    017.09   
      C      6    004.35    011.32   
      F      9    017.39    071.59   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  35.00 keV   2.752E-02  8.375E-05    1.79 mm   240.89 um   289.61 um  
  37.50 keV   2.805E-02  7.936E-05    1.88 mm   243.67 um   295.12 um  
  40.00 keV   2.853E-02  7.546E-05    1.96 mm   246.25 um   300.33 um  
  45.00 keV   2.932E-02  6.878E-05    2.13 mm   251.52 um   309.99 um  
  50.00 keV   2.992E-02  6.328E-05    2.30 mm   256.27 um   318.85 um  
  55.00 keV   3.036E-02  5.866E-05    2.46 mm   260.63 um   327.09 um  
  60.00 keV   3.065E-02  5.472E-05    2.62 mm   264.68 um   334.83 um  
  65.00 keV   3.083E-02  5.131E-05    2.78 mm   268.51 um   342.18 um  
  70.00 keV   3.090E-02  4.834E-05    2.94 mm   272.14 um   349.21 um  
  80.00 keV   3.080E-02  4.339E-05    3.26 mm   280.80 um   362.57 um  
  90.00 keV   3.046E-02  3.942E-05    3.58 mm   289.03 um   375.25 um  
 100.00 keV   2.997E-02  3.617E-05    3.91 mm   297.01 um   387.51 um  
 110.00 keV   2.937E-02  3.345E-05    4.25 mm   304.86 um   399.50 um  
 120.00 keV   2.872E-02  3.114E-05    4.59 mm   312.67 um   411.36 um  
 130.00 keV   2.803E-02  2.914E-05    4.94 mm   320.49 um   423.18 um  
 140.00 keV   2.734E-02  2.741E-05    5.30 mm   328.38 um   435.03 um  
 150.00 keV   2.664E-02  2.588E-05    5.66 mm   336.36 um   446.96 um  
 160.00 keV   2.596E-02  2.453E-05    6.04 mm   344.47 um   459.01 um  
 170.00 keV   2.530E-02  2.332E-05    6.43 mm   352.71 um   471.24 um  
 180.00 keV   2.465E-02  2.223E-05    6.83 mm   361.12 um   483.65 um  
 200.00 keV   2.344E-02  2.035E-05    7.66 mm   387.31 um   509.15 um  
 225.00 keV   2.207E-02  1.843E-05    8.75 mm   426.52 um   542.47 um  
 250.00 keV   2.084E-02  1.687E-05    9.91 mm   466.54 um   577.54 um  
 275.00 keV   1.975E-02  1.556E-05   11.14 mm   507.46 um   614.47 um  
 300.00 keV   1.877E-02  1.445E-05   12.43 mm   549.32 um   653.35 um  
 325.00 keV   1.789E-02  1.350E-05   13.79 mm   592.13 um   694.20 um  
 350.00 keV   1.710E-02  1.267E-05   15.21 mm   635.88 um   737.02 um  
 375.00 keV   1.638E-02  1.195E-05   16.70 mm   680.56 um   781.84 um  
 400.00 keV   1.573E-02  1.131E-05   18.25 mm   726.14 um   828.62 um  
 450.00 keV   1.458E-02  1.022E-05   21.55 mm   883.12 um   928.05 um  
 500.00 keV   1.361E-02  9.338E-06   25.09 mm     1.04 mm     1.04 mm  
 550.00 keV   1.277E-02  8.602E-06   28.87 mm     1.19 mm     1.15 mm  
 600.00 keV   1.204E-02  7.979E-06   32.89 mm     1.34 mm     1.27 mm  
 650.00 keV   1.140E-02  7.446E-06   37.14 mm     1.49 mm     1.40 mm  
 700.00 keV   1.084E-02  6.983E-06   41.63 mm     1.64 mm     1.54 mm  
 800.00 keV   9.871E-03  6.219E-06   51.27 mm     2.18 mm     1.83 mm  
 900.00 keV   9.079E-03  5.613E-06   61.81 mm     2.68 mm     2.14 mm  
   1.00 MeV   8.416E-03  5.120E-06   73.22 mm     3.18 mm     2.49 mm  
   1.10 MeV   7.892E-03  4.711E-06   85.46 mm     3.67 mm     2.85 mm  
   1.20 MeV   7.375E-03  4.366E-06   98.54 mm     4.16 mm     3.24 mm  
   1.30 MeV   6.951E-03  4.070E-06  112.48 mm     4.66 mm     3.65 mm  
   1.40 MeV   6.582E-03  3.814E-06  127.23 mm     5.16 mm     4.08 mm  
   1.50 MeV   6.255E-03  3.589E-06  142.77 mm     5.67 mm     4.54 mm  
   1.60 MeV   5.963E-03  3.391E-06  159.11 mm     6.19 mm     5.02 mm  
   1.70 MeV   5.700E-03  3.215E-06  176.23 mm     6.72 mm     5.52 mm  
   1.80 MeV   5.461E-03  3.057E-06  194.11 mm     7.25 mm     6.04 mm  
   2.00 MeV   5.046E-03  2.785E-06  232.13 mm     9.16 mm     7.13 mm  
   2.25 MeV   4.617E-03  2.510E-06  283.83 mm    11.89 mm     8.62 mm  
   2.50 MeV   4.262E-03  2.286E-06  340.08 mm    14.48 mm    10.23 mm  
   2.75 MeV   3.962E-03  2.101E-06  400.81 mm    17.01 mm    11.95 mm  
   3.00 MeV   3.706E-03  1.945E-06  465.93 mm    19.54 mm    13.79 mm  
   3.25 MeV   3.484E-03  1.811E-06  535.37 mm    22.08 mm    15.74 mm  
   3.50 MeV   3.289E-03  1.695E-06  609.09 mm    24.64 mm    17.81 mm  
   3.75 MeV   3.117E-03  1.594E-06  687.02 mm    27.24 mm    19.98 mm  
   4.00 MeV   2.964E-03  1.505E-06  769.12 mm    29.86 mm    22.26 mm  
   4.50 MeV   2.702E-03  1.355E-06  945.52 mm    39.38 mm    27.14 mm  
   5.00 MeV   2.486E-03  1.233E-06    1.14 m     48.38 mm    32.44 mm  
   5.50 MeV   2.305E-03  1.132E-06    1.35 m     57.18 mm    38.15 mm  
   6.00 MeV   2.151E-03  1.047E-06    1.57 m     65.95 mm    44.25 mm  
   6.50 MeV   2.018E-03  9.745E-07    1.81 m     74.75 mm    50.75 mm  
   7.00 MeV   1.902E-03  9.118E-07    2.07 m     83.64 mm    57.64 mm  
   8.00 MeV   1.708E-03  8.086E-07    2.62 m    115.81 mm    72.56 mm  
   9.00 MeV   1.553E-03  7.272E-07    3.23 m    145.94 mm    88.96 mm  
  10.00 MeV   1.426E-03  6.613E-07    3.90 m    175.45 mm   106.82 mm  
  11.00 MeV   1.320E-03  6.068E-07    4.63 m    204.92 mm   126.11 mm  
  12.00 MeV   1.230E-03  5.609E-07    5.41 m    234.61 mm   146.80 mm  
  13.00 MeV   1.152E-03  5.217E-07    6.25 m    264.69 mm   168.85 mm  
  14.00 MeV   1.085E-03  4.879E-07    7.15 m    295.22 mm   192.26 mm  
  15.00 MeV   1.025E-03  4.583E-07    8.09 m    326.25 mm   217.00 mm  
  16.00 MeV   9.728E-04  4.323E-07    9.09 m    357.82 mm   243.05 mm  
  17.00 MeV   9.257E-04  4.092E-07   10.14 m    389.94 mm   270.39 mm  
  18.00 MeV   8.835E-04  3.885E-07   11.25 m    422.61 mm   299.01 mm  
  20.00 MeV   8.106E-04  3.530E-07   13.61 m    543.32 mm   360.04 mm  
  22.50 MeV   7.362E-04  3.172E-07   16.84 m    715.95 mm   443.24 mm  
  25.00 MeV   6.755E-04  2.882E-07   20.38 m    879.99 mm   533.94 mm  
  27.50 MeV   6.250E-04  2.642E-07   24.22 m      1.04 m    631.94 mm  
  30.00 MeV   5.823E-04  2.441E-07   28.36 m      1.20 m    737.07 mm  
  32.50 MeV   5.456E-04  2.269E-07   32.79 m      1.36 m    849.17 mm  
  35.00 MeV   5.138E-04  2.121E-07   37.51 m      1.53 m    968.09 mm  
  37.50 MeV   4.859E-04  1.991E-07   42.50 m      1.69 m      1.09 m   
  40.00 MeV   4.612E-04  1.877E-07   47.78 m      1.86 m      1.23 m   
  45.00 MeV   4.195E-04  1.685E-07   59.13 m      2.47 m      1.51 m   
  50.00 MeV   3.856E-04  1.530E-07   71.54 m      3.05 m      1.82 m   
  55.00 MeV   3.575E-04  1.402E-07   84.99 m      3.62 m      2.15 m   
  60.00 MeV   3.337E-04  1.295E-07   99.45 m      4.18 m      2.51 m   
  65.00 MeV   3.134E-04  1.203E-07  114.89 m      4.74 m      2.88 m   
  70.00 MeV   2.958E-04  1.124E-07  131.29 m      5.30 m      3.28 m   
  80.00 MeV   2.668E-04  9.944E-08  166.85 m      7.36 m      4.14 m   
  90.00 MeV   2.439E-04  8.923E-08  206.01 m      9.26 m      5.09 m   
 100.00 MeV   2.253E-04  8.099E-08  248.62 m     11.10 m      6.10 m   
 110.00 MeV   2.100E-04  7.419E-08  294.55 m     12.92 m      7.19 m   
 120.00 MeV   1.970E-04  6.847E-08  343.66 m     14.74 m      8.34 m   
 130.00 MeV   1.860E-04  6.360E-08  395.84 m     16.55 m      9.56 m   
 140.00 MeV   1.765E-04  5.940E-08  450.97 m     18.37 m     10.84 m   
 150.00 MeV   1.681E-04  5.574E-08  508.96 m     20.20 m     12.18 m   
 160.00 MeV   1.608E-04  5.251E-08  569.70 m     22.04 m     13.57 m   
 170.00 MeV   1.543E-04  4.965E-08  633.10 m     23.88 m     15.01 m   
 180.00 MeV   1.485E-04  4.710E-08  699.07 m     25.73 m     16.50 m   
 200.00 MeV   1.386E-04  4.273E-08  838.31 m     32.58 m     19.63 m   
 225.00 MeV   1.287E-04  3.832E-08    1.03 km    42.17 m     23.77 m   
 250.00 MeV   1.206E-04  3.476E-08    1.23 km    51.04 m     28.15 m   
 275.00 MeV   1.140E-04  3.182E-08    1.44 km    59.49 m     32.74 m   
 300.00 MeV   1.085E-04  2.936E-08    1.66 km    67.67 m     37.51 m   
 325.00 MeV   1.039E-04  2.726E-08    1.90 km    75.65 m     42.45 m   
 350.00 MeV   9.990E-05  2.545E-08    2.14 km    83.48 m     47.54 m   
 375.00 MeV   9.646E-05  2.387E-08    2.40 km    91.17 m     52.75 m   
 400.00 MeV   9.345E-05  2.248E-08    2.66 km    98.76 m     58.07 m   
 450.00 MeV   8.846E-05  2.015E-08    3.21 km   126.17 m     69.01 m   
 500.00 MeV   8.451E-05  1.827E-08    3.79 km   150.82 m     80.25 m   
 550.00 MeV   8.132E-05  1.672E-08    4.39 km   173.74 m     91.73 m   
 600.00 MeV   7.870E-05  1.542E-08    5.02 km   195.42 m    103.37 m   
 650.00 MeV   7.652E-05  1.431E-08    5.66 km   216.11 m    115.13 m   
 700.00 MeV   7.469E-05  1.336E-08    6.32 km   235.99 m    126.97 m   
 800.00 MeV   7.180E-05  1.180E-08    7.69 km   305.75 m    150.75 m   
 900.00 MeV   6.967E-05  1.057E-08    9.10 km   366.13 m    174.49 m   
   1.00 GeV   6.806E-05  9.582E-09   10.55 km   420.58 m    198.06 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  2.8695E+01                keV / (ug/cm2) 
  2.8695E+01                MeV / (mg/cm2) 
  2.8695E+04                keV / (mg/cm2) 
  2.5742E+02                 eV / (1E15 atoms/cm2)
  1.2619E+02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
