 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> March 12, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/11Li(d,p)/SRIM files/12Li_silicon.txt

 Ion = Lithium [3] , Mass = 12.05378 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6.00 MeV   4.693E+02  5.757E-01   13.28 um     5070 A      5771 A   
   6.50 MeV   4.581E+02  5.376E-01   14.35 um     5333 A      5930 A   
   7.00 MeV   4.470E+02  5.044E-01   15.46 um     5595 A      6089 A   
   8.00 MeV   4.259E+02  4.497E-01   17.74 um     6534 A      6412 A   
   9.00 MeV   4.061E+02  4.062E-01   20.14 um     7430 A      6744 A   
  10.00 MeV   3.879E+02  3.709E-01   22.66 um     8304 A      7086 A   
  11.00 MeV   3.712E+02  3.414E-01   25.29 um     9165 A      7440 A   
  12.00 MeV   3.558E+02  3.166E-01   28.04 um     1.00 um     7807 A   
  13.00 MeV   3.416E+02  2.953E-01   30.90 um     1.09 um     8188 A   
  14.00 MeV   3.286E+02  2.768E-01   33.88 um     1.17 um     8582 A   
  15.00 MeV   3.166E+02  2.607E-01   36.98 um     1.26 um     8990 A   
  16.00 MeV   3.054E+02  2.464E-01   40.19 um     1.35 um     9413 A   
  17.00 MeV   2.951E+02  2.337E-01   43.52 um     1.43 um     9851 A   
  18.00 MeV   2.855E+02  2.222E-01   46.96 um     1.52 um     1.03 um  
  20.00 MeV   2.682E+02  2.026E-01   54.18 um     1.84 um     1.13 um  
  22.50 MeV   2.496E+02  1.827E-01   63.83 um     2.31 um     1.25 um  
  25.00 MeV   2.337E+02  1.665E-01   74.17 um     2.75 um     1.39 um  
  27.50 MeV   2.186E+02  1.531E-01   85.23 um     3.18 um     1.53 um  
  30.00 MeV   2.047E+02  1.418E-01   97.04 um     3.61 um     1.69 um  
  32.50 MeV   1.935E+02  1.321E-01  109.59 um     4.04 um     1.85 um  
  35.00 MeV   1.836E+02  1.237E-01  122.84 um     4.47 um     2.02 um  
  37.50 MeV   1.748E+02  1.164E-01  136.79 um     4.91 um     2.20 um  
