 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 23, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/11Li(d,p)/SRIM files/8Li_900mb_CF4_95-5.txt

 Ion = Lithium [3] , Mass = 8.022488 amu

 Target Density =  2.9667E-04 g/cm3 = 6.0820E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    088.37    030.32   
      C      6    002.33    009.53   
      F      9    009.30    060.15   
 ====================================
 Bragg Correction = -2.62%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  35.00 keV   1.841E-02  6.077E-03    1.34 mm   273.24 um   262.31 um  
  37.50 keV   1.916E-02  5.809E-03    1.43 mm   285.14 um   277.28 um  
  40.00 keV   1.990E-02  5.566E-03    1.52 mm   296.35 um   291.66 um  
  45.00 keV   2.134E-02  5.144E-03    1.70 mm   317.28 um   318.79 um  
  50.00 keV   2.274E-02  4.789E-03    1.88 mm   335.98 um   343.89 um  
  55.00 keV   2.411E-02  4.485E-03    2.04 mm   352.77 um   367.16 um  
  60.00 keV   2.544E-02  4.222E-03    2.20 mm   367.92 um   388.77 um  
  65.00 keV   2.674E-02  3.991E-03    2.36 mm   381.66 um   408.89 um  
  70.00 keV   2.802E-02  3.787E-03    2.51 mm   394.17 um   427.66 um  
  80.00 keV   3.051E-02  3.442E-03    2.80 mm   416.95 um   461.65 um  
  90.00 keV   3.294E-02  3.160E-03    3.07 mm   436.22 um   491.62 um  
 100.00 keV   3.530E-02  2.926E-03    3.33 mm   452.73 um   518.23 um  
 110.00 keV   3.762E-02  2.727E-03    3.58 mm   467.02 um   542.02 um  
 120.00 keV   3.989E-02  2.556E-03    3.81 mm   479.51 um   563.43 um  
 130.00 keV   4.212E-02  2.407E-03    4.04 mm   490.52 um   582.80 um  
 140.00 keV   4.431E-02  2.276E-03    4.25 mm   500.29 um   600.42 um  
 150.00 keV   4.648E-02  2.161E-03    4.45 mm   509.02 um   616.51 um  
 160.00 keV   4.862E-02  2.057E-03    4.65 mm   516.87 um   631.27 um  
 170.00 keV   5.074E-02  1.964E-03    4.84 mm   523.95 um   644.86 um  
 180.00 keV   5.284E-02  1.879E-03    5.02 mm   530.38 um   657.42 um  
 200.00 keV   5.698E-02  1.733E-03    5.37 mm   542.64 um   679.86 um  
 225.00 keV   6.205E-02  1.581E-03    5.77 mm   555.86 um   703.82 um  
 250.00 keV   6.702E-02  1.456E-03    6.14 mm   566.76 um   724.22 um  
 275.00 keV   7.188E-02  1.351E-03    6.49 mm   575.90 um   741.79 um  
 300.00 keV   7.662E-02  1.261E-03    6.82 mm   583.69 um   757.11 um  
 325.00 keV   8.123E-02  1.183E-03    7.12 mm   590.39 um   770.60 um  
 350.00 keV   8.571E-02  1.115E-03    7.42 mm   596.25 um   782.57 um  
 375.00 keV   9.004E-02  1.055E-03    7.69 mm   601.40 um   793.28 um  
 400.00 keV   9.422E-02  1.002E-03    7.96 mm   605.98 um   802.94 um  
 450.00 keV   1.021E-01  9.111E-04    8.46 mm   615.80 um   819.69 um  
 500.00 keV   1.093E-01  8.365E-04    8.93 mm   623.96 um   833.79 um  
 550.00 keV   1.159E-01  7.740E-04    9.37 mm   630.91 um   845.89 um  
 600.00 keV   1.218E-01  7.208E-04    9.78 mm   636.95 um   856.44 um  
 650.00 keV   1.271E-01  6.750E-04   10.18 mm   642.30 um   865.79 um  
 700.00 keV   1.317E-01  6.351E-04   10.56 mm   647.10 um   874.16 um  
 800.00 keV   1.395E-01  5.688E-04   11.29 mm   659.55 um   888.69 um  
 900.00 keV   1.454E-01  5.158E-04   11.99 mm   670.38 um   901.03 um  
   1.00 MeV   1.499E-01  4.725E-04   12.66 mm   680.10 um   911.81 um  
   1.10 MeV   1.532E-01  4.363E-04   13.32 mm   689.04 um   921.42 um  
   1.20 MeV   1.557E-01  4.056E-04   13.96 mm   697.39 um   930.14 um  
   1.30 MeV   1.574E-01  3.792E-04   14.60 mm   705.32 um   938.17 um  
   1.40 MeV   1.585E-01  3.563E-04   15.23 mm   712.92 um   945.64 um  
   1.50 MeV   1.592E-01  3.361E-04   15.86 mm   720.26 um   952.66 um  
   1.60 MeV   1.595E-01  3.183E-04   16.48 mm   727.42 um   959.30 um  
   1.70 MeV   1.595E-01  3.023E-04   17.11 mm   734.42 um   965.64 um  
   1.80 MeV   1.593E-01  2.880E-04   17.73 mm   741.31 um   971.73 um  
   2.00 MeV   1.581E-01  2.633E-04   18.99 mm   765.24 um   983.28 um  
   2.25 MeV   1.559E-01  2.381E-04   20.58 mm   800.84 um   996.86 um  
   2.50 MeV   1.531E-01  2.176E-04   22.19 mm   835.84 um     1.01 mm  
   2.75 MeV   1.499E-01  2.005E-04   23.84 mm   870.60 um     1.02 mm  
   3.00 MeV   1.466E-01  1.861E-04   25.52 mm   905.37 um     1.03 mm  
   3.25 MeV   1.431E-01  1.737E-04   27.25 mm   940.31 um     1.05 mm  
   3.50 MeV   1.396E-01  1.629E-04   29.01 mm   975.57 um     1.06 mm  
   3.75 MeV   1.362E-01  1.535E-04   30.82 mm     1.01 mm     1.07 mm  
   4.00 MeV   1.328E-01  1.452E-04   32.68 mm     1.05 mm     1.08 mm  
   4.50 MeV   1.262E-01  1.311E-04   36.54 mm     1.19 mm     1.11 mm  
   5.00 MeV   1.200E-01  1.196E-04   40.60 mm     1.32 mm     1.13 mm  
   5.50 MeV   1.142E-01  1.101E-04   44.86 mm     1.46 mm     1.16 mm  
   6.00 MeV   1.089E-01  1.020E-04   49.34 mm     1.59 mm     1.19 mm  
   6.50 MeV   1.039E-01  9.514E-05   54.04 mm     1.73 mm     1.22 mm  
   7.00 MeV   9.937E-02  8.916E-05   58.96 mm     1.87 mm     1.25 mm  
   8.00 MeV   9.129E-02  7.932E-05   69.45 mm     2.40 mm     1.32 mm  
   9.00 MeV   8.437E-02  7.152E-05   80.84 mm     2.90 mm     1.39 mm  
  10.00 MeV   7.841E-02  6.518E-05   93.12 mm     3.38 mm     1.47 mm  
  11.00 MeV   7.323E-02  5.993E-05  106.31 mm     3.87 mm     1.56 mm  
  12.00 MeV   6.870E-02  5.550E-05  120.40 mm     4.36 mm     1.66 mm  
  13.00 MeV   6.471E-02  5.171E-05  135.39 mm     4.86 mm     1.77 mm  
  14.00 MeV   6.117E-02  4.842E-05  151.27 mm     5.37 mm     1.88 mm  
  15.00 MeV   5.801E-02  4.555E-05  168.05 mm     5.88 mm     2.01 mm  
  16.00 MeV   5.516E-02  4.302E-05  185.72 mm     6.40 mm     2.14 mm  
  17.00 MeV   5.287E-02  4.076E-05  204.22 mm     6.92 mm     2.28 mm  
  18.00 MeV   5.059E-02  3.874E-05  223.55 mm     7.45 mm     2.43 mm  
  20.00 MeV   4.635E-02  3.528E-05  264.83 mm     9.49 mm     2.75 mm  
  22.50 MeV   4.229E-02  3.176E-05  321.27 mm    12.43 mm     3.20 mm  
  25.00 MeV   3.894E-02  2.891E-05  382.84 mm    15.20 mm     3.69 mm  
  27.50 MeV   3.613E-02  2.655E-05  449.46 mm    17.92 mm     4.23 mm  
  30.00 MeV   3.372E-02  2.456E-05  521.06 mm    20.61 mm     4.81 mm  
  32.50 MeV   3.164E-02  2.287E-05  597.57 mm    23.31 mm     5.43 mm  
  35.00 MeV   2.982E-02  2.140E-05  678.93 mm    26.03 mm     6.09 mm  
  37.50 MeV   2.821E-02  2.011E-05  765.08 mm    28.78 mm     6.79 mm  
  40.00 MeV   2.679E-02  1.898E-05  855.98 mm    31.56 mm     7.52 mm  
  45.00 MeV   2.435E-02  1.707E-05    1.05 m     42.06 mm     9.11 mm  
  50.00 MeV   2.236E-02  1.553E-05    1.27 m     51.91 mm    10.84 mm  
  55.00 MeV   2.069E-02  1.425E-05    1.50 m     61.53 mm    12.72 mm  
  60.00 MeV   1.927E-02  1.318E-05    1.75 m     71.08 mm    14.74 mm  
  65.00 MeV   1.805E-02  1.226E-05    2.02 m     80.65 mm    16.89 mm  
  70.00 MeV   1.699E-02  1.146E-05    2.30 m     90.29 mm    19.18 mm  
  80.00 MeV   1.522E-02  1.016E-05    2.92 m    126.25 mm    24.15 mm  
  90.00 MeV   1.381E-02  9.131E-06    3.61 m    159.75 mm    29.64 mm  
 100.00 MeV   1.266E-02  8.299E-06    4.37 m    192.46 mm    35.64 mm  
 110.00 MeV   1.170E-02  7.612E-06    5.19 m    225.04 mm    42.13 mm  
 120.00 MeV   1.089E-02  7.033E-06    6.08 m    257.82 mm    49.11 mm  
 130.00 MeV   1.019E-02  6.540E-06    7.02 m    290.95 mm    56.56 mm  
 140.00 MeV   9.585E-03  6.114E-06    8.04 m    324.53 mm    64.48 mm  
 150.00 MeV   9.053E-03  5.742E-06    9.11 m    358.61 mm    72.87 mm  
 160.00 MeV   8.582E-03  5.414E-06   10.24 m    393.21 mm    81.71 mm  
 170.00 MeV   8.163E-03  5.123E-06   11.44 m    428.35 mm    91.00 mm  
 180.00 MeV   7.786E-03  4.863E-06   12.69 m    464.03 mm   100.74 mm  
 200.00 MeV   7.137E-03  4.417E-06   15.37 m    600.21 mm   121.53 mm  
 225.00 MeV   6.476E-03  3.967E-06   19.05 m    795.19 mm   149.91 mm  
 250.00 MeV   5.939E-03  3.602E-06   23.08 m    979.50 mm   180.89 mm  
 275.00 MeV   5.492E-03  3.302E-06   27.46 m      1.16 m    214.40 mm  
 300.00 MeV   5.115E-03  3.049E-06   32.17 m      1.34 m    250.38 mm  
 325.00 MeV   4.792E-03  2.833E-06   37.22 m      1.52 m    288.76 mm  
 350.00 MeV   4.512E-03  2.647E-06   42.60 m      1.70 m    329.49 mm  
 375.00 MeV   4.267E-03  2.485E-06   48.29 m      1.88 m    372.52 mm  
 400.00 MeV   4.051E-03  2.342E-06   54.30 m      2.07 m    417.80 mm  
 450.00 MeV   3.686E-03  2.102E-06   67.24 m      2.76 m    514.95 mm  
 500.00 MeV   3.389E-03  1.908E-06   81.38 m      3.42 m    620.58 mm  
 550.00 MeV   3.144E-03  1.748E-06   96.70 m      4.05 m    734.35 mm  
 600.00 MeV   2.937E-03  1.613E-06  113.15 m      4.67 m    855.97 mm  
 650.00 MeV   2.760E-03  1.499E-06  130.70 m      5.30 m    985.14 mm  
 700.00 MeV   2.608E-03  1.400E-06  149.33 m      5.92 m      1.12 m   
 800.00 MeV   2.356E-03  1.238E-06  189.67 m      8.23 m      1.42 m   
 900.00 MeV   2.158E-03  1.110E-06  234.01 m     10.36 m      1.74 m   
   1.00 GeV   1.998E-03  1.007E-06  282.15 m     12.40 m      2.08 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  3.3709E+01                keV / (ug/cm2) 
  3.3709E+01                MeV / (mg/cm2) 
  3.3709E+04                keV / (mg/cm2) 
  1.6442E+02                 eV / (1E15 atoms/cm2)
  9.0147E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
